Lake,Date_Sampled,Results,,,,,,,,,,,,,,
Kegonsa,2015-04-27,62.0,,,,,,,,,,,,,,
Kegonsa,2015-06-02,62.2,,,,,,,,,,,,,,
Kegonsa,2015-07-08,62.0,,,,,,,,,,,,,,
Kegonsa,2015-08-04,64.9,,,,,,,,,,,,,,
Kegonsa,2015-09-24,64.2,,,,,,,,,,,,,,
Kegonsa,2015-10-15,65.4,,,,,,,,,,,,,,
Kegonsa,2016-02-25,66.7,,,,,,,,,,,,,,
Kegonsa,2016-03-29,59.8,,,,,,,,,,,,,,
Kegonsa,2016-04-12,61.4,,,,,,,,,,,,,,
Kegonsa,2016-06-02,61.2,,,,,,,,,,,,,,
Kegonsa,2016-06-28,62.9,,,,,,,,,,,,,,
Kegonsa,2016-07-26,60.8,,,,,,,,,,,,,,
Kegonsa,2016-08-22,65.8,,,,,,,,,,,,,,
Kegonsa,2016-09-26,61.3,,,,,,,,,,,,,,
Kegonsa,2016-10-24,63.8,,,,,,,,,,,,,,
Kegonsa,2016-12-01,57.9,,,,,,,,,,,,,,
Kegonsa,2016-12-20,63.0,,,,,,,,,,,,,,
Kegonsa,2017-01-30,66.6,,,,,,,,,,,,,,
Kegonsa,2017-03-06,62.3,,,,,,,,,,,,,,
Kegonsa,2017-04-18,61.2,,,,,,,,,,,,,,
Kegonsa,2017-05-31,64.0,,,,,,,,,,,,,,
Kegonsa,2017-06-26,60.1,,,,,,,,,,,,,,
Kegonsa,2017-07-24,60.8,,,,,,,,,,,,,,
Kegonsa,2017-08-23,60.4,,,,,,,,,,,,,,
Kegonsa,2017-10-02,67.2,,,,,,,,,,,,,,
Kegonsa,2017-10-19,64.1,,,,,,,,,,,,,,
Kegonsa,2017-12-19,64.8,,,,,,,,,,,,,,
Kegonsa,2018-01-30,67.9,,,,,,,,,,,,,,
Kegonsa,2018-02-27,62.6,,,,,,,,,,,,,,
Kegonsa,2018-04-30,56.5,,,,,,,,,,,,,,
Kegonsa,2018-05-29,63.2,,,,,,,,,,,,,,
Kegonsa,2018-06-28,56.0,,,,,,,,,,,,,,
Kegonsa,2018-07-24,57.1,,,,,,,,,,,,,,
Kegonsa,2018-08-27,56.9,,,,,,,,,,,,,,
Kegonsa,2018-09-11,53.7,,,,,,,,,,,,,,
Kegonsa,2018-11-27,55.7,,,,,,,,,,,,,,
Kegonsa,2018-12-18,57.9,,,,,,,,,,,,,,
Kegonsa,2019-02-26,62.9,,,,,,,,,,,,,,
Kegonsa,2019-04-03,63.5,,,,,,,,,,,,,,
Kegonsa,2019-06-03,61.9,,,,,,,,,,,,,,
Kegonsa,2019-08-08,64.1,,,,,,,,,,,,,,
Kegonsa,2019-09-16,65.5,,,,,,,,,,,,,,
Kegonsa,2019-10-17,60.0,,,,,,,,,,,,,,
Kegonsa,2019-12-03,61.0,,,,,,,,,,,,,,
Kegonsa,2019-12-19,64.2,,,,,,,,,,,,,,
Kegonsa,2020-01-30,64.0,,,,,,,,,,,,,,
Kegonsa,2020-03-16,63.1,,,,,,,,,,,,,,
Kegonsa,2020-04-01,59.9,,,,,,,,,,,,,,
Kegonsa,2020-06-15,62.5,,,,,,,,,,,,,,
Kegonsa,2020-07-13,63.9,,,,,,,,,,,,,,
Kegonsa,2020-08-13,62.8,,,,,,,,,,,,,,
Kegonsa,2021-05-13,63.3,,,,,,,,,,,,,,
Kegonsa,2021-06-17,62.8,,,,,,,,,,,,,,
Kegonsa,2021-07-22,64.9,,,,,,,,,,,,,,
Kegonsa,2021-09-23,65.1,,,,,,,,,,,,,,
Kegonsa,2022-01-04,66.8,,,,,,,,,,,,,,
Kegonsa,2022-02-01,73.9,,,,,,,,,,,,,,
Kegonsa,2022-02-28,70.6,,,,,,,,,,,,,,
Kegonsa,2022-04-21,68.8,,,,,,,,,,,,,,
Kegonsa,2022-05-23,72.9,,,,,,,,,,,,,,
Kegonsa,2022-06-27,69.5,,,,,,,,,,,,,,
Kegonsa,2022-08-15,72.2,,,,,,,,,,,,,,
Kegonsa,2022-10-27,78.1,,,,,,,,,,,,,,
Kegonsa,2023-02-02,79.8,,,,,,,,,,,,,,
Kegonsa,2023-04-10,67.6,,,,,,,,,,,,,,
Kegonsa,2023-07-03,72.7,,,,,,,,,,,,,,
Kegonsa,2023-08-30,70.8,,,,,,,,,,,,,,
Kegonsa,2024-03-12,78.8,,,,,,,,,,,,,,
Kegonsa,2024-04-10,81.5,,,,,,,,,,,,,,
Kegonsa,2024-06-27,72.8,,,,,,,,,,,,,,
Kegonsa,2024-07-17,70.3,,,,,,,,,,,,,,
Kegonsa,2024-08-28,67.9,,,,,,,,,,,,,,
Kegonsa,2024-09-18,69.1,,,,,,,,,,,,,,
Waubesa,1975-01-01,21.5,,,,,,,,,,,,,,
Waubesa,1975-02-01,22.0,,,,,,,,,,,,,,
Waubesa,1975-03-01,23.2,,,,,,,,,,,,,,
Waubesa,1975-04-01,21.5,,,,,,,,,,,,,,
Waubesa,1975-05-01,22.2,,,,,,,,,,,,,,
Waubesa,1975-06-01,22.0,,,,,,,,,,,,,,
Waubesa,1975-07-01,22.0,,,,,,,,,,,,,,
Waubesa,1975-08-01,22.0,,,,,,,,,,,,,,
Waubesa,1975-09-01,21.8,,,,,,,,,,,,,,
Waubesa,1975-10-01,21.2,,,,,,,,,,,,,,
Waubesa,1975-11-01,22.5,,,,,,,,,,,,,,
Waubesa,1975-12-01,21.0,,,,,,,,,,,,,,
Waubesa,1976-01-01,22.0,,,,,,,,,,,,,,
Waubesa,1976-02-01,23.0,,,,,,,,,,,,,,
Waubesa,1976-03-01,22.5,,,,,,,,,,,,,,
Waubesa,1976-04-01,22.5,,,,,,,,,,,,,,
Waubesa,1976-05-01,21.0,,,,,,,,,,,,,,
Waubesa,1976-06-01,22.0,,,,,,,,,,,,,,
Waubesa,1976-07-01,22.5,,,,,,,,,,,,,,
Waubesa,1976-08-01,22.0,,,,,,,,,,,,,,
Waubesa,1976-09-01,23.0,,,,,,,,,,,,,,
Waubesa,1976-10-01,23.0,,,,,,,,,,,,,,
Waubesa,1976-11-01,22.0,,,,,,,,,,,,,,
Waubesa,1976-12-01,26.5,,,,,,,,,,,,,,
Waubesa,1977-01-01,25.0,,,,,,,,,,,,,,
Waubesa,1977-02-01,30.0,,,,,,,,,,,,,,
Waubesa,1977-03-01,26.0,,,,,,,,,,,,,,
Waubesa,1977-04-01,23.0,,,,,,,,,,,,,,
Waubesa,1977-05-01,22.0,,,,,,,,,,,,,,
Waubesa,1977-06-01,23.0,,,,,,,,,,,,,,
Waubesa,1977-07-01,32.5,,,,,,,,,,,,,,
Waubesa,1977-08-01,15.0,,,,,,,,,,,,,,
Waubesa,1977-09-01,22.0,,,,,,,,,,,,,,
Waubesa,1977-10-01,23.0,,,,,,,,,,,,,,
Waubesa,1977-11-01,23.0,,,,,,,,,,,,,,
Waubesa,1977-12-01,25.0,,,,,,,,,,,,,,
Waubesa,1978-01-01,25.0,,,,,,,,,,,,,,
Waubesa,1978-02-01,26.0,,,,,,,,,,,,,,
Waubesa,1978-03-01,28.0,,,,,,,,,,,,,,
Waubesa,1978-04-01,19.0,,,,,,,,,,,,,,
Waubesa,1978-05-01,22.0,,,,,,,,,,,,,,
Waubesa,1978-06-01,24.0,,,,,,,,,,,,,,
Waubesa,1978-07-01,19.0,,,,,,,,,,,,,,
Waubesa,1978-08-01,21.0,,,,,,,,,,,,,,
Waubesa,1978-09-01,55.0,,,,,,,,,,,,,,
Waubesa,1978-10-01,32.0,,,,,,,,,,,,,,
Waubesa,1978-11-01,24.0,,,,,,,,,,,,,,
Waubesa,1978-12-01,21.5,,,,,,,,,,,,,,
Waubesa,1979-01-01,23.5,,,,,,,,,,,,,,
Waubesa,1979-02-01,24.5,,,,,,,,,,,,,,
Waubesa,1979-03-01,24.0,,,,,,,,,,,,,,
Waubesa,1979-04-01,20.8,,,,,,,,,,,,,,
Waubesa,1979-05-01,23.3,,,,,,,,,,,,,,
Waubesa,1979-06-01,24.4,,,,,,,,,,,,,,
Waubesa,1979-07-01,23.7,,,,,,,,,,,,,,
Waubesa,1979-08-01,24.6,,,,,,,,,,,,,,
Waubesa,1979-09-01,23.3,,,,,,,,,,,,,,
Waubesa,1979-10-01,23.8,,,,,,,,,,,,,,
Waubesa,1979-11-01,24.2,,,,,,,,,,,,,,
Waubesa,1979-12-01,21.5,,,,,,,,,,,,,,
Waubesa,1980-01-01,24.4,,,,,,,,,,,,,,
Waubesa,1980-02-01,26.1,,,,,,,,,,,,,,
Waubesa,1980-03-01,25.5,,,,,,,,,,,,,,
Waubesa,1980-04-01,28.0,,,,,,,,,,,,,,
Waubesa,1980-05-01,27.0,,,,,,,,,,,,,,
Waubesa,1980-06-01,26.0,,,,,,,,,,,,,,
Waubesa,1980-07-01,25.0,,,,,,,,,,,,,,
Waubesa,1980-08-01,23.0,,,,,,,,,,,,,,
Waubesa,1980-09-01,24.0,,,,,,,,,,,,,,
Waubesa,1980-10-01,24.6,,,,,,,,,,,,,,
Waubesa,1980-12-01,25.0,,,,,,,,,,,,,,
Waubesa,1981-01-01,27.5,,,,,,,,,,,,,,
Waubesa,1981-02-01,27.1,,,,,,,,,,,,,,
Waubesa,1981-03-01,22.8,,,,,,,,,,,,,,
Waubesa,1981-04-01,25.1,,,,,,,,,,,,,,
Waubesa,1981-05-01,24.8,,,,,,,,,,,,,,
Waubesa,1981-06-01,26.5,,,,,,,,,,,,,,
Waubesa,1981-07-01,25.0,,,,,,,,,,,,,,
Waubesa,1981-08-01,25.0,,,,,,,,,,,,,,
Waubesa,1981-11-01,23.0,,,,,,,,,,,,,,
Waubesa,1981-12-01,24.0,,,,,,,,,,,,,,
Waubesa,1982-01-01,26.0,,,,,,,,,,,,,,
Waubesa,1982-02-01,26.5,,,,,,,,,,,,,,
Waubesa,1982-03-01,26.5,,,,,,,,,,,,,,
Waubesa,1982-04-01,25.0,,,,,,,,,,,,,,
Waubesa,1982-05-01,26.5,,,,,,,,,,,,,,
Waubesa,1982-06-01,25.0,,,,,,,,,,,,,,
Waubesa,1982-07-01,25.5,,,,,,,,,,,,,,
Waubesa,1982-08-01,25.5,,,,,,,,,,,,,,
Waubesa,1982-10-01,26.5,,,,,,,,,,,,,,
Waubesa,1982-11-01,26.0,,,,,,,,,,,,,,
Waubesa,1982-12-01,25.0,,,,,,,,,,,,,,
Waubesa,1983-01-01,25.2,,,,,,,,,,,,,,
Waubesa,1983-02-01,25.0,,,,,,,,,,,,,,
Waubesa,1983-03-01,27.0,,,,,,,,,,,,,,
Waubesa,1983-04-01,27.0,,,,,,,,,,,,,,
Waubesa,1983-05-01,27.9,,,,,,,,,,,,,,
Waubesa,1983-06-01,25.5,,,,,,,,,,,,,,
Waubesa,1983-07-01,24.0,,,,,,,,,,,,,,
Waubesa,1983-08-01,27.2,,,,,,,,,,,,,,
Waubesa,1983-09-01,26.0,,,,,,,,,,,,,,
Waubesa,1983-10-01,27.5,,,,,,,,,,,,,,
Waubesa,1983-11-01,27.5,,,,,,,,,,,,,,
Waubesa,1983-12-01,27.0,,,,,,,,,,,,,,
Waubesa,1984-01-03,35.0,,,,,,,,,,,,,,
Waubesa,1984-02-01,29.5,,,,,,,,,,,,,,
Waubesa,1984-03-01,28.0,,,,,,,,,,,,,,
Waubesa,1984-04-02,25.0,,,,,,,,,,,,,,
Waubesa,1984-05-01,27.0,,,,,,,,,,,,,,
Waubesa,1984-06-04,27.0,,,,,,,,,,,,,,
Waubesa,1984-07-02,26.5,,,,,,,,,,,,,,
Waubesa,1984-08-01,26.0,,,,,,,,,,,,,,
Waubesa,1984-09-04,26.0,,,,,,,,,,,,,,
Waubesa,1984-10-01,28.0,,,,,,,,,,,,,,
Waubesa,1984-11-01,28.0,,,,,,,,,,,,,,
Waubesa,1984-12-03,26.5,,,,,,,,,,,,,,
Waubesa,1985-01-02,28.0,,,,,,,,,,,,,,
Waubesa,1985-02-04,30.0,,,,,,,,,,,,,,
Waubesa,1985-03-06,30.5,,,,,,,,,,,,,,
Waubesa,1985-04-01,27.0,,,,,,,,,,,,,,
Waubesa,1985-05-01,28.0,,,,,,,,,,,,,,
Waubesa,1985-06-03,28.0,,,,,,,,,,,,,,
Waubesa,1985-07-01,28.0,,,,,,,,,,,,,,
Waubesa,1985-08-01,28.0,,,,,,,,,,,,,,
Waubesa,1985-09-03,27.0,,,,,,,,,,,,,,
Waubesa,1985-10-01,27.0,,,,,,,,,,,,,,
Waubesa,1985-11-04,29.0,,,,,,,,,,,,,,
Waubesa,1985-12-04,27.0,,,,,,,,,,,,,,
Waubesa,1986-01-03,30.0,,,,,,,,,,,,,,
Waubesa,1986-02-03,30.0,,,,,,,,,,,,,,
Waubesa,1986-03-03,31.0,,,,,,,,,,,,,,
Waubesa,1986-04-01,21.0,,,,,,,,,,,,,,
Waubesa,1986-05-01,29.0,,,,,,,,,,,,,,
Waubesa,1986-06-01,30.5,,,,,,,,,,,,,,
Waubesa,1986-07-01,32.8,,,,,,,,,,,,,,
Waubesa,1986-08-04,30.0,,,,,,,,,,,,,,
Waubesa,1986-10-01,31.4,,,,,,,,,,,,,,
Waubesa,1986-11-03,29.4,,,,,,,,,,,,,,
Waubesa,1986-12-02,30.2,,,,,,,,,,,,,,
Waubesa,1987-01-05,29.2,,,,,,,,,,,,,,
Waubesa,1987-02-02,32.0,,,,,,,,,,,,,,
Waubesa,1987-03-02,29.9,,,,,,,,,,,,,,
Waubesa,1987-04-02,30.3,,,,,,,,,,,,,,
Waubesa,1987-05-04,32.5,,,,,,,,,,,,,,
Waubesa,1987-06-01,28.9,,,,,,,,,,,,,,
Waubesa,1987-07-01,28.8,,,,,,,,,,,,,,
Waubesa,1987-08-03,30.0,,,,,,,,,,,,,,
Waubesa,1987-09-01,29.4,,,,,,,,,,,,,,
Waubesa,1987-10-01,28.0,,,,,,,,,,,,,,
Waubesa,1987-11-03,33.0,,,,,,,,,,,,,,
Waubesa,1987-12-01,31.3,,,,,,,,,,,,,,
Waubesa,1988-01-04,29.2,,,,,,,,,,,,,,
Waubesa,1988-02-02,32.2,,,,,,,,,,,,,,
Waubesa,1988-03-02,33.8,,,,,,,,,,,,,,
Waubesa,1988-04-04,31.0,,,,,,,,,,,,,,
Waubesa,1988-05-02,29.8,,,,,,,,,,,,,,
Waubesa,1988-06-01,32.9,,,,,,,,,,,,,,
Waubesa,1988-07-05,32.1,,,,,,,,,,,,,,
Waubesa,1988-08-01,34.5,,,,,,,,,,,,,,
Waubesa,1988-09-06,35.9,,,,,,,,,,,,,,
Waubesa,1988-10-03,34.0,,,,,,,,,,,,,,
Waubesa,1988-11-01,30.8,,,,,,,,,,,,,,
Waubesa,1988-12-05,30.6,,,,,,,,,,,,,,
Waubesa,1989-01-09,36.8,,,,,,,,,,,,,,
Waubesa,1989-02-02,37.2,,,,,,,,,,,,,,
Waubesa,1989-03-01,36.2,,,,,,,,,,,,,,
Waubesa,1989-04-03,36.8,,,,,,,,,,,,,,
Waubesa,1989-05-01,37.4,,,,,,,,,,,,,,
Waubesa,1989-06-01,54.2,,,,,,,,,,,,,,
Waubesa,1989-07-05,38.2,,,,,,,,,,,,,,
Waubesa,1989-08-01,31.8,,,,,,,,,,,,,,
Waubesa,1989-09-05,32.0,,,,,,,,,,,,,,
Waubesa,1989-10-02,36.6,,,,,,,,,,,,,,
Waubesa,1989-11-01,36.6,,,,,,,,,,,,,,
Waubesa,1989-12-01,38.1,,,,,,,,,,,,,,
Waubesa,1990-01-03,39.8,,,,,,,,,,,,,,
Waubesa,1990-02-01,43.0,,,,,,,,,,,,,,
Waubesa,1990-03-07,42.2,,,,,,,,,,,,,,
Waubesa,1990-04-02,38.3,,,,,,,,,,,,,,
Waubesa,1990-05-01,37.8,,,,,,,,,,,,,,
Waubesa,1990-06-04,37.2,,,,,,,,,,,,,,
Waubesa,1990-07-02,38.3,,,,,,,,,,,,,,
Waubesa,1990-08-01,36.8,,,,,,,,,,,,,,
Waubesa,1990-09-01,26.9,,,,,,,,,,,,,,
Waubesa,1990-11-01,38.3,,,,,,,,,,,,,,
Waubesa,1990-12-01,36.1,,,,,,,,,,,,,,
Waubesa,1991-01-03,40.7,,,,,,,,,,,,,,
Waubesa,1991-02-04,38.6,,,,,,,,,,,,,,
Waubesa,1991-04-01,39.5,,,,,,,,,,,,,,
Waubesa,1991-05-01,39.6,,,,,,,,,,,,,,
Waubesa,1991-06-03,40.5,,,,,,,,,,,,,,
Waubesa,1991-07-02,33.7,,,,,,,,,,,,,,
Waubesa,1991-08-05,41.3,,,,,,,,,,,,,,
Waubesa,1991-09-03,39.6,,,,,,,,,,,,,,
Waubesa,1991-10-03,39.8,,,,,,,,,,,,,,
Waubesa,1991-11-04,38.3,,,,,,,,,,,,,,
Waubesa,1991-12-02,36.1,,,,,,,,,,,,,,
Waubesa,1992-01-01,38.4,,,,,,,,,,,,,,
Waubesa,1992-02-01,40.3,,,,,,,,,,,,,,
Waubesa,1992-03-01,36.9,,,,,,,,,,,,,,
Waubesa,1992-04-01,38.4,,,,,,,,,,,,,,
Waubesa,1992-05-01,39.1,,,,,,,,,,,,,,
Waubesa,1992-06-01,38.6,,,,,,,,,,,,,,
Waubesa,1992-12-01,38.1,,,,,,,,,,,,,,
Waubesa,1993-02-01,43.3,,,,,,,,,,,,,,
Waubesa,1993-03-01,37.8,,,,,,,,,,,,,,
Waubesa,1993-07-01,41.2,,,,,,,,,,,,,,
Waubesa,1993-10-01,37.7,,,,,,,,,,,,,,
Waubesa,1993-11-01,37.5,,,,,,,,,,,,,,
Waubesa,1993-12-01,39.2,,,,,,,,,,,,,,
Waubesa,1994-02-22,39.1,,,,,,,,,,,,,,
Waubesa,1994-03-17,41.8,,,,,,,,,,,,,,
Waubesa,1994-06-07,39.7,,,,,,,,,,,,,,
Waubesa,1994-07-26,39.2,,,,,,,,,,,,,,
Waubesa,1994-08-09,39.9,,,,,,,,,,,,,,
Waubesa,1994-09-29,39.0,,,,,,,,,,,,,,
Waubesa,1994-10-13,38.4,,,,,,,,,,,,,,
Waubesa,1994-11-17,37.5,,,,,,,,,,,,,,
Waubesa,1994-12-19,39.1,,,,,,,,,,,,,,
Waubesa,1995-01-01,38.8,,,,,,,,,,,,,,
Waubesa,1995-03-01,36.8,,,,,,,,,,,,,,
Waubesa,1995-04-01,38.1,,,,,,,,,,,,,,
Waubesa,1995-05-01,38.0,,,,,,,,,,,,,,
Waubesa,1995-06-01,39.2,,,,,,,,,,,,,,
Waubesa,1995-07-01,39.1,,,,,,,,,,,,,,
Waubesa,1995-08-01,39.2,,,,,,,,,,,,,,
Waubesa,1995-09-01,39.6,,,,,,,,,,,,,,
Waubesa,1995-10-01,38.9,,,,,,,,,,,,,,
Waubesa,1996-01-01,43.8,,,,,,,,,,,,,,
Waubesa,1996-03-01,44.1,,,,,,,,,,,,,,
Waubesa,1996-04-01,41.3,,,,,,,,,,,,,,
Waubesa,1996-05-01,41.5,,,,,,,,,,,,,,
Waubesa,1996-06-01,35.8,,,,,,,,,,,,,,
Waubesa,1996-09-01,40.7,,,,,,,,,,,,,,
Waubesa,1996-12-01,42.8,,,,,,,,,,,,,,
Waubesa,1997-01-01,45.1,,,,,,,,,,,,,,
Waubesa,1997-02-01,46.0,,,,,,,,,,,,,,
Waubesa,1997-03-01,45.1,,,,,,,,,,,,,,
Waubesa,1997-04-01,47.4,,,,,,,,,,,,,,
Waubesa,1997-05-01,41.0,,,,,,,,,,,,,,
Waubesa,1997-06-01,47.4,,,,,,,,,,,,,,
Waubesa,1997-07-01,45.3,,,,,,,,,,,,,,
Waubesa,1997-09-01,51.0,,,,,,,,,,,,,,
Waubesa,1998-01-01,46.6,,,,,,,,,,,,,,
Waubesa,1998-02-01,46.6,,,,,,,,,,,,,,
Waubesa,1998-04-01,45.8,,,,,,,,,,,,,,
Waubesa,1998-06-23,45.2,,,,,,,,,,,,,,
Waubesa,1998-07-15,43.7,,,,,,,,,,,,,,
Waubesa,1998-09-01,41.9,,,,,,,,,,,,,,
Waubesa,1998-10-08,39.9,,,,,,,,,,,,,,
Waubesa,1998-12-02,41.5,,,,,,,,,,,,,,
Waubesa,1999-02-15,45.9,,,,,,,,,,,,,,
Waubesa,1999-03-04,42.1,,,,,,,,,,,,,,
Waubesa,1999-05-04,41.8,,,,,,,,,,,,,,
Waubesa,1999-07-27,39.9,,,,,,,,,,,,,,
Waubesa,1999-08-30,42.0,,,,,,,,,,,,,,
Waubesa,1999-09-20,41.9,,,,,,,,,,,,,,
Waubesa,1999-10-27,42.0,,,,,,,,,,,,,,
Waubesa,1999-12-07,44.5,,,,,,,,,,,,,,
Waubesa,2000-01-18,44.9,,,,,,,,,,,,,,
Waubesa,2000-02-28,40.4,,,,,,,,,,,,,,
Waubesa,2000-04-28,43.1,,,,,,,,,,,,,,
Waubesa,2000-05-26,41.7,,,,,,,,,,,,,,
Waubesa,2000-06-27,38.8,,,,,,,,,,,,,,
Waubesa,2000-07-12,38.1,,,,,,,,,,,,,,
Waubesa,2000-08-07,37.5,,,,,,,,,,,,,,
Waubesa,2000-09-05,38.2,,,,,,,,,,,,,,
Waubesa,2000-10-30,41.3,,,,,,,,,,,,,,
Waubesa,2000-11-28,38.3,,,,,,,,,,,,,,
Waubesa,2001-01-23,44.1,,,,,,,,,,,,,,
Waubesa,2001-02-20,47.0,,,,,,,,,,,,,,
Waubesa,2001-03-22,47.3,,,,,,,,,,,,,,
Waubesa,2001-04-03,42.9,,,,,,,,,,,,,,
Waubesa,2001-05-30,46.9,,,,,,,,,,,,,,
Waubesa,2001-06-26,46.7,,,,,,,,,,,,,,
Waubesa,2001-07-30,47.9,,,,,,,,,,,,,,
Waubesa,2001-10-30,44.1,,,,,,,,,,,,,,
Waubesa,2001-11-29,45.4,,,,,,,,,,,,,,
Waubesa,2001-12-11,45.0,,,,,,,,,,,,,,
Waubesa,2002-01-28,47.4,,,,,,,,,,,,,,
Waubesa,2002-02-28,45.0,,,,,,,,,,,,,,
Waubesa,2002-03-27,44.9,,,,,,,,,,,,,,
Waubesa,2002-04-29,46.1,,,,,,,,,,,,,,
Waubesa,2002-05-30,46.2,,,,,,,,,,,,,,
Waubesa,2002-06-25,45.7,,,,,,,,,,,,,,
Waubesa,2002-07-31,46.9,,,,,,,,,,,,,,
Waubesa,2002-08-26,47.2,,,,,,,,,,,,,,
Waubesa,2002-09-23,47.2,,,,,,,,,,,,,,
Waubesa,2002-10-28,43.9,,,,,,,,,,,,,,
Waubesa,2002-11-25,44.1,,,,,,,,,,,,,,
Waubesa,2002-12-11,45.4,,,,,,,,,,,,,,
Waubesa,2003-01-08,46.9,,,,,,,,,,,,,,
Waubesa,2003-02-19,47.4,,,,,,,,,,,,,,
Waubesa,2003-03-17,44.0,,,,,,,,,,,,,,
Waubesa,2003-04-29,44.6,,,,,,,,,,,,,,
Waubesa,2003-05-29,44.6,,,,,,,,,,,,,,
Waubesa,2003-06-23,46.1,,,,,,,,,,,,,,
Waubesa,2003-07-29,45.5,,,,,,,,,,,,,,
Waubesa,2003-08-27,47.7,,,,,,,,,,,,,,
Waubesa,2003-09-11,46.9,,,,,,,,,,,,,,
Waubesa,2003-10-27,46.8,,,,,,,,,,,,,,
Waubesa,2003-11-24,44.5,,,,,,,,,,,,,,
Waubesa,2003-12-29,46.3,,,,,,,,,,,,,,
Waubesa,2004-01-21,47.2,,,,,,,,,,,,,,
Waubesa,2004-02-18,48.5,,,,,,,,,,,,,,
Waubesa,2004-03-30,46.3,,,,,,,,,,,,,,
Waubesa,2004-04-26,46.6,,,,,,,,,,,,,,
Waubesa,2004-05-12,46.7,,,,,,,,,,,,,,
Waubesa,2004-06-15,42.6,,,,,,,,,,,,,,
Waubesa,2004-07-15,41.8,,,,,,,,,,,,,,
Waubesa,2004-08-23,41.7,,,,,,,,,,,,,,
Waubesa,2004-09-13,41.5,,,,,,,,,,,,,,
Waubesa,2004-10-25,42.6,,,,,,,,,,,,,,
Waubesa,2004-11-22,42.6,,,,,,,,,,,,,,
Waubesa,2004-12-13,43.5,,,,,,,,,,,,,,
Waubesa,2005-01-25,49.6,,,,,,,,,,,,,,
Waubesa,2005-02-23,53.6,,,,,,,,,,,,,,
Waubesa,2005-03-16,52.3,,,,,,,,,,,,,,
Waubesa,2005-04-25,46.4,,,,,,,,,,,,,,
Waubesa,2005-05-23,47.2,,,,,,,,,,,,,,
Waubesa,2005-06-30,49.3,,,,,,,,,,,,,,
Waubesa,2005-07-27,53.2,,,,,,,,,,,,,,
Waubesa,2005-08-23,54.0,,,,,,,,,,,,,,
Waubesa,2005-09-27,50.4,,,,,,,,,,,,,,
Waubesa,2005-10-25,55.3,,,,,,,,,,,,,,
Waubesa,2005-11-30,52.6,,,,,,,,,,,,,,
Waubesa,2005-12-27,53.9,,,,,,,,,,,,,,
Waubesa,2006-01-24,53.2,,,,,,,,,,,,,,
Waubesa,2006-02-22,52.9,,,,,,,,,,,,,,
Waubesa,2006-03-27,50.7,,,,,,,,,,,,,,
Waubesa,2006-05-30,51.6,,,,,,,,,,,,,,
Waubesa,2006-06-12,52.4,,,,,,,,,,,,,,
Waubesa,2006-07-17,52.2,,,,,,,,,,,,,,
Waubesa,2006-08-14,51.8,,,,,,,,,,,,,,
Waubesa,2006-09-25,48.0,,,,,,,,,,,,,,
Waubesa,2006-10-25,48.4,,,,,,,,,,,,,,
Waubesa,2006-11-20,49.1,,,,,,,,,,,,,,
Waubesa,2006-12-14,48.6,,,,,,,,,,,,,,
Waubesa,2007-01-24,51.4,,,,,,,,,,,,,,
Waubesa,2007-02-28,58.7,,,,,,,,,,,,,,
Waubesa,2007-03-20,53.5,,,,,,,,,,,,,,
Waubesa,2007-04-17,50.3,,,,,,,,,,,,,,
Waubesa,2007-06-11,52.4,,,,,,,,,,,,,,
Waubesa,2007-07-09,53.1,,,,,,,,,,,,,,
Waubesa,2007-09-04,50.4,,,,,,,,,,,,,,
Waubesa,2007-10-29,47.6,,,,,,,,,,,,,,
Waubesa,2007-11-27,48.5,,,,,,,,,,,,,,
Waubesa,2008-01-24,56.3,,,,,,,,,,,,,,
Waubesa,2008-02-26,55.8,,,,,,,,,,,,,,
Waubesa,2008-03-13,61.6,,,,,,,,,,,,,,
Waubesa,2008-04-03,57.3,,,,,,,,,,,,,,
Waubesa,2008-05-27,59.4,,,,,,,,,,,,,,
Waubesa,2008-06-11,54.8,,,,,,,,,,,,,,
Waubesa,2008-07-14,49.9,,,,,,,,,,,,,,
Waubesa,2008-08-26,52.6,,,,,,,,,,,,,,
Waubesa,2008-09-29,53.7,,,,,,,,,,,,,,
Waubesa,2008-10-21,52.2,,,,,,,,,,,,,,
Waubesa,2008-11-26,54.0,,,,,,,,,,,,,,
Waubesa,2008-12-11,55.1,,,,,,,,,,,,,,
Waubesa,2009-01-28,45.0,,,,,,,,,,,,,,
Waubesa,2009-02-16,54.2,,,,,,,,,,,,,,
Waubesa,2009-03-16,52.9,,,,,,,,,,,,,,
Waubesa,2009-04-16,56.5,,,,,,,,,,,,,,
Waubesa,2009-05-26,58.5,,,,,,,,,,,,,,
Waubesa,2009-06-15,55.5,,,,,,,,,,,,,,
Waubesa,2009-07-13,54.3,,,,,,,,,,,,,,
Waubesa,2009-08-24,56.5,,,,,,,,,,,,,,
Waubesa,2009-09-08,57.3,,,,,,,,,,,,,,
Waubesa,2009-10-27,52.5,,,,,,,,,,,,,,
Waubesa,2009-11-23,56.9,,,,,,,,,,,,,,
Waubesa,2009-12-28,53.8,,,,,,,,,,,,,,
Waubesa,2010-01-26,56.8,,,,,,,,,,,,,,
Waubesa,2010-02-16,60.6,,,,,,,,,,,,,,
Waubesa,2010-03-15,57.7,,,,,,,,,,,,,,
Waubesa,2010-04-22,55.0,,,,,,,,,,,,,,
