Lake,Date_Sampled,Results,,,,,,,,,,,,,,
Waubesa,2010-05-24,58.4,,,,,,,,,,,,,,
Waubesa,2010-06-30,55.1,,,,,,,,,,,,,,
Waubesa,2010-07-14,54.7,,,,,,,,,,,,,,
Waubesa,2010-08-12,56.1,,,,,,,,,,,,,,
Waubesa,2010-09-09,55.5,,,,,,,,,,,,,,
Waubesa,2010-10-18,53.1,,,,,,,,,,,,,,
Waubesa,2010-11-15,55.9,,,,,,,,,,,,,,
Waubesa,2010-12-07,56.7,,,,,,,,,,,,,,
Waubesa,2011-01-25,57.5,,,,,,,,,,,,,,
Waubesa,2011-02-23,62.5,,,,,,,,,,,,,,
Waubesa,2011-03-08,65.1,,,,,,,,,,,,,,
Waubesa,2011-04-28,55.1,,,,,,,,,,,,,,
Waubesa,2011-05-31,60.9,,,,,,,,,,,,,,
Waubesa,2011-06-29,58.0,,,,,,,,,,,,,,
Waubesa,2011-07-25,62.7,,,,,,,,,,,,,,
Waubesa,2011-08-15,63.3,,,,,,,,,,,,,,
Waubesa,2011-09-13,62.0,,,,,,,,,,,,,,
Waubesa,2011-10-03,62.6,,,,,,,,,,,,,,
Waubesa,2011-11-21,61.9,,,,,,,,,,,,,,
Waubesa,2011-12-12,60.2,,,,,,,,,,,,,,
Waubesa,2012-01-09,61.8,,,,,,,,,,,,,,
Waubesa,2012-02-07,62.2,,,,,,,,,,,,,,
Waubesa,2012-03-15,61.7,,,,,,,,,,,,,,
Waubesa,2012-04-24,65.3,,,,,,,,,,,,,,
Waubesa,2012-05-30,63.8,,,,,,,,,,,,,,
Waubesa,2012-12-17,66.9,,,,,,,,,,,,,,
Waubesa,2013-02-04,70.7,,,,,,,,,,,,,,
Waubesa,2013-02-18,71.0,,,,,,,,,,,,,,
Waubesa,2013-03-14,78.8,,,,,,,,,,,,,,
Waubesa,2013-05-08,72.1,,,,,,,,,,,,,,
Waubesa,2013-06-19,72.1,,,,,,,,,,,,,,
Waubesa,2013-07-16,64.0,,,,,,,,,,,,,,
Waubesa,2013-08-14,65.1,,,,,,,,,,,,,,
Waubesa,2013-09-10,65.8,,,,,,,,,,,,,,
Waubesa,2013-10-24,68.6,,,,,,,,,,,,,,
Waubesa,2013-12-02,68.1,,,,,,,,,,,,,,
Waubesa,2013-12-18,69.4,,,,,,,,,,,,,,
Waubesa,2014-01-30,73.8,,,,,,,,,,,,,,
Waubesa,2014-02-24,78.6,,,,,,,,,,,,,,
Waubesa,2014-03-20,76.5,,,,,,,,,,,,,,
Waubesa,2014-04-17,70.2,,,,,,,,,,,,,,
Waubesa,2014-06-25,70.2,,,,,,,,,,,,,,
Waubesa,2014-07-17,69.8,,,,,,,,,,,,,,
Waubesa,2014-08-14,68.8,,,,,,,,,,,,,,
Waubesa,2014-09-08,69.6,,,,,,,,,,,,,,
Waubesa,2014-10-29,67.7,,,,,,,,,,,,,,
Waubesa,2014-12-11,72.0,,,,,,,,,,,,,,
Waubesa,2015-01-27,72.3,,,,,,,,,,,,,,
Waubesa,2015-02-17,73.2,,,,,,,,,,,,,,
Waubesa,2015-04-27,70.1,,,,,,,,,,,,,,
Waubesa,2015-06-02,68.9,,,,,,,,,,,,,,
Waubesa,2015-08-04,71.2,,,,,,,,,,,,,,
Waubesa,2015-09-24,68.8,,,,,,,,,,,,,,
Waubesa,2015-10-15,68.1,,,,,,,,,,,,,,
Waubesa,2016-02-25,70.0,,,,,,,,,,,,,,
Waubesa,2016-03-29,65.5,,,,,,,,,,,,,,
Waubesa,2016-04-12,72.1,,,,,,,,,,,,,,
Waubesa,2016-06-02,68.9,,,,,,,,,,,,,,
Waubesa,2016-06-28,69.6,,,,,,,,,,,,,,
Waubesa,2016-07-26,70.5,,,,,,,,,,,,,,
Waubesa,2016-08-22,70.9,,,,,,,,,,,,,,
Waubesa,2016-09-26,64.2,,,,,,,,,,,,,,
Waubesa,2016-10-24,65.1,,,,,,,,,,,,,,
Waubesa,2016-12-01,59.4,,,,,,,,,,,,,,
Waubesa,2016-12-20,64.7,,,,,,,,,,,,,,
Waubesa,2017-01-30,70.4,,,,,,,,,,,,,,
Waubesa,2017-03-06,76.3,,,,,,,,,,,,,,
Waubesa,2017-04-18,75.8,,,,,,,,,,,,,,
Waubesa,2017-05-31,68.1,,,,,,,,,,,,,,
Waubesa,2017-06-26,69.2,,,,,,,,,,,,,,
Waubesa,2017-07-24,63.5,,,,,,,,,,,,,,
Waubesa,2017-08-23,63.6,,,,,,,,,,,,,,
Waubesa,2017-10-02,68.0,,,,,,,,,,,,,,
Waubesa,2017-10-19,67.4,,,,,,,,,,,,,,
Waubesa,2017-12-19,67.1,,,,,,,,,,,,,,
Waubesa,2018-01-30,68.9,,,,,,,,,,,,,,
Waubesa,2018-02-27,71.5,,,,,,,,,,,,,,
Waubesa,2018-04-30,63.5,,,,,,,,,,,,,,
Waubesa,2018-05-29,70.4,,,,,,,,,,,,,,
Waubesa,2018-06-28,57.7,,,,,,,,,,,,,,
Waubesa,2018-07-24,61.0,,,,,,,,,,,,,,
Waubesa,2018-08-27,59.5,,,,,,,,,,,,,,
Waubesa,2018-09-11,59.9,,,,,,,,,,,,,,
Waubesa,2018-11-27,61.1,,,,,,,,,,,,,,
Waubesa,2018-12-18,61.8,,,,,,,,,,,,,,
Waubesa,2019-02-26,71.9,,,,,,,,,,,,,,
Waubesa,2019-04-03,71.8,,,,,,,,,,,,,,
Waubesa,2019-06-03,73.2,,,,,,,,,,,,,,
Waubesa,2019-08-08,67.8,,,,,,,,,,,,,,
Waubesa,2019-09-16,67.1,,,,,,,,,,,,,,
Waubesa,2019-10-17,51.1,,,,,,,,,,,,,,
Waubesa,2019-12-03,65.6,,,,,,,,,,,,,,
Waubesa,2019-12-19,67.8,,,,,,,,,,,,,,
Waubesa,2020-01-30,66.9,,,,,,,,,,,,,,
Waubesa,2020-03-16,64.7,,,,,,,,,,,,,,
Waubesa,2020-04-01,72.3,,,,,,,,,,,,,,
Waubesa,2020-06-15,68.9,,,,,,,,,,,,,,
Waubesa,2020-07-13,69.7,,,,,,,,,,,,,,
Waubesa,2020-08-13,66.1,,,,,,,,,,,,,,
Waubesa,2021-05-13,73.4,,,,,,,,,,,,,,
Waubesa,2021-09-23,70.6,,,,,,,,,,,,,,
Waubesa,2022-01-04,70.4,,,,,,,,,,,,,,
Waubesa,2022-02-01,79.0,,,,,,,,,,,,,,
Waubesa,2022-02-28,74.4,,,,,,,,,,,,,,
Waubesa,2022-03-29,64.0,,,,,,,,,,,,,,
Waubesa,2022-04-21,77.5,,,,,,,,,,,,,,
Waubesa,2022-06-27,79.7,,,,,,,,,,,,,,
Waubesa,2022-07-26,76.6,,,,,,,,,,,,,,
Waubesa,2022-08-15,79.7,,,,,,,,,,,,,,
Waubesa,2022-10-27,79.6,,,,,,,,,,,,,,
Waubesa,2023-02-02,81.4,,,,,,,,,,,,,,
Waubesa,2023-04-10,80.8,,,,,,,,,,,,,,
Waubesa,2023-07-03,84.9,,,,,,,,,,,,,,
Waubesa,2023-08-30,80.6,,,,,,,,,,,,,,
Waubesa,2024-03-12,87.1,,,,,,,,,,,,,,
Waubesa,2024-04-10,80.5,,,,,,,,,,,,,,
Waubesa,2024-06-27,78.0,,,,,,,,,,,,,,
Waubesa,2024-07-17,69.5,,,,,,,,,,,,,,
Waubesa,2024-08-28,68.5,,,,,,,,,,,,,,
Waubesa,2024-09-18,69.0,,,,,,,,,,,,,,
Wingra,1975-01-02,52.0,,,,,,,,,,,,,,
Wingra,1975-01-29,52.0,,,,,,,,,,,,,,
Wingra,1975-02-03,52.0,,,,,,,,,,,,,,
Wingra,1975-03-05,52.5,,,,,,,,,,,,,,
Wingra,1975-03-20,53.1,,,,,,,,,,,,,,
Wingra,1975-03-28,54.0,,,,,,,,,,,,,,
Wingra,1975-04-04,40.5,,,,,,,,,,,,,,
Wingra,1975-04-18,49.5,,,,,,,,,,,,,,
Wingra,1975-05-02,49.5,,,,,,,,,,,,,,
Wingra,1975-06-17,47.0,,,,,,,,,,,,,,
Wingra,1975-07-01,43.0,,,,,,,,,,,,,,
Wingra,1975-08-07,41.0,,,,,,,,,,,,,,
Wingra,1975-09-02,42.0,,,,,,,,,,,,,,
Wingra,1975-10-06,47.0,,,,,,,,,,,,,,
Wingra,1975-10-22,43.0,,,,,,,,,,,,,,
Wingra,1975-11-05,42.5,,,,,,,,,,,,,,
Wingra,1975-12-01,41.5,,,,,,,,,,,,,,
Wingra,1976-01-02,46.0,,,,,,,,,,,,,,
Wingra,1976-02-04,47.5,,,,,,,,,,,,,,
Wingra,1976-02-12,40.0,,,,,,,,,,,,,,
Wingra,1976-03-01,43.5,,,,,,,,,,,,,,
Wingra,1976-04-02,48.0,,,,,,,,,,,,,,
Wingra,1976-05-04,47.0,,,,,,,,,,,,,,
Wingra,1976-06-02,47.0,,,,,,,,,,,,,,
Wingra,1976-07-01,56.0,,,,,,,,,,,,,,
Wingra,1976-08-01,52.0,,,,,,,,,,,,,,
Wingra,1976-09-01,56.0,,,,,,,,,,,,,,
Wingra,1976-10-01,58.0,,,,,,,,,,,,,,
Wingra,1976-11-01,55.0,,,,,,,,,,,,,,
Wingra,1976-12-01,60.0,,,,,,,,,,,,,,
Wingra,1977-01-01,65.0,,,,,,,,,,,,,,
Wingra,1977-02-01,72.5,,,,,,,,,,,,,,
Wingra,1977-02-23,66.0,,,,,,,,,,,,,,
Wingra,1977-03-01,60.0,,,,,,,,,,,,,,
Wingra,1977-04-01,50.0,,,,,,,,,,,,,,
Wingra,1977-05-01,51.0,,,,,,,,,,,,,,
Wingra,1977-06-01,52.0,,,,,,,,,,,,,,
Wingra,1977-07-01,49.0,,,,,,,,,,,,,,
Wingra,1977-09-01,47.0,,,,,,,,,,,,,,
Wingra,1977-10-01,44.0,,,,,,,,,,,,,,
Wingra,1977-11-01,43.0,,,,,,,,,,,,,,
Wingra,1977-12-01,48.5,,,,,,,,,,,,,,
Wingra,1978-01-01,52.0,,,,,,,,,,,,,,
Wingra,1978-02-01,53.0,,,,,,,,,,,,,,
Wingra,1978-03-01,60.0,,,,,,,,,,,,,,
Wingra,1978-04-01,48.0,,,,,,,,,,,,,,
Wingra,1978-05-01,43.0,,,,,,,,,,,,,,
Wingra,1978-06-01,42.0,,,,,,,,,,,,,,
Wingra,1978-07-01,33.0,,,,,,,,,,,,,,
Wingra,1978-08-01,32.0,,,,,,,,,,,,,,
Wingra,1978-09-01,21.0,,,,,,,,,,,,,,
Wingra,1978-10-01,40.0,,,,,,,,,,,,,,
Wingra,1978-11-01,37.0,,,,,,,,,,,,,,
Wingra,1978-12-01,35.0,,,,,,,,,,,,,,
Wingra,1979-01-01,39.2,,,,,,,,,,,,,,
Wingra,1979-02-01,40.0,,,,,,,,,,,,,,
Wingra,1979-03-01,42.0,,,,,,,,,,,,,,
Wingra,1979-04-01,33.7,,,,,,,,,,,,,,
Wingra,1979-05-01,42.2,,,,,,,,,,,,,,
Wingra,1979-06-01,28.9,,,,,,,,,,,,,,
Wingra,1979-07-01,29.8,,,,,,,,,,,,,,
Wingra,1979-08-01,46.5,,,,,,,,,,,,,,
Wingra,1979-09-01,43.7,,,,,,,,,,,,,,
Wingra,1979-10-01,44.7,,,,,,,,,,,,,,
Wingra,1979-11-01,43.4,,,,,,,,,,,,,,
Wingra,1979-12-01,44.4,,,,,,,,,,,,,,
Wingra,1980-01-01,45.7,,,,,,,,,,,,,,
Wingra,1980-02-01,50.0,,,,,,,,,,,,,,
Wingra,1980-03-01,50.6,,,,,,,,,,,,,,
Wingra,1980-04-01,49.0,,,,,,,,,,,,,,
Wingra,1980-05-01,56.0,,,,,,,,,,,,,,
Wingra,1980-06-01,63.0,,,,,,,,,,,,,,
Wingra,1980-07-01,56.0,,,,,,,,,,,,,,
Wingra,1980-08-01,52.0,,,,,,,,,,,,,,
Wingra,1980-09-01,50.0,,,,,,,,,,,,,,
Wingra,1980-10-01,44.9,,,,,,,,,,,,,,
Wingra,1980-11-01,45.5,,,,,,,,,,,,,,
Wingra,1980-12-01,45.8,,,,,,,,,,,,,,
Wingra,1981-01-01,52.1,,,,,,,,,,,,,,
Wingra,1981-02-05,54.6,,,,,,,,,,,,,,
Wingra,1981-03-03,50.9,,,,,,,,,,,,,,
Wingra,1981-04-01,53.2,,,,,,,,,,,,,,
Wingra,1981-05-01,52.1,,,,,,,,,,,,,,
Wingra,1981-06-01,55.7,,,,,,,,,,,,,,
Wingra,1981-07-07,53.0,,,,,,,,,,,,,,
Wingra,1981-08-03,50.5,,,,,,,,,,,,,,
Wingra,1981-11-02,42.5,,,,,,,,,,,,,,
Wingra,1981-12-01,44.5,,,,,,,,,,,,,,
Wingra,1982-01-20,51.0,,,,,,,,,,,,,,
Wingra,1982-02-02,52.5,,,,,,,,,,,,,,
Wingra,1982-03-02,52.5,,,,,,,,,,,,,,
Wingra,1982-04-06,50.0,,,,,,,,,,,,,,
Wingra,1982-05-03,52.0,,,,,,,,,,,,,,
Wingra,1982-06-01,51.0,,,,,,,,,,,,,,
Wingra,1982-07-06,50.5,,,,,,,,,,,,,,
Wingra,1982-08-02,45.0,,,,,,,,,,,,,,
Wingra,1982-10-04,51.5,,,,,,,,,,,,,,
Wingra,1982-11-01,52.0,,,,,,,,,,,,,,
Wingra,1982-12-02,46.0,,,,,,,,,,,,,,
Wingra,1983-01-01,49.0,,,,,,,,,,,,,,
Wingra,1983-02-01,49.0,,,,,,,,,,,,,,
Wingra,1983-03-01,49.0,,,,,,,,,,,,,,
Wingra,1983-04-01,48.0,,,,,,,,,,,,,,
Wingra,1983-05-01,53.5,,,,,,,,,,,,,,
Wingra,1983-06-01,52.0,,,,,,,,,,,,,,
Wingra,1983-07-01,51.0,,,,,,,,,,,,,,
Wingra,1983-08-01,58.0,,,,,,,,,,,,,,
Wingra,1983-09-01,56.0,,,,,,,,,,,,,,
Wingra,1983-10-01,54.5,,,,,,,,,,,,,,
Wingra,1983-11-01,53.2,,,,,,,,,,,,,,
Wingra,1983-12-01,56.0,,,,,,,,,,,,,,
Wingra,1984-01-03,64.0,,,,,,,,,,,,,,
Wingra,1984-02-01,64.5,,,,,,,,,,,,,,
Wingra,1984-03-07,52.0,,,,,,,,,,,,,,
Wingra,1984-04-02,50.0,,,,,,,,,,,,,,
Wingra,1984-05-01,56.0,,,,,,,,,,,,,,
Wingra,1984-06-04,58.0,,,,,,,,,,,,,,
Wingra,1984-07-02,50.0,,,,,,,,,,,,,,
Wingra,1984-08-01,50.0,,,,,,,,,,,,,,
Wingra,1984-09-04,49.0,,,,,,,,,,,,,,
Wingra,1984-10-01,53.0,,,,,,,,,,,,,,
Wingra,1984-11-01,44.5,,,,,,,,,,,,,,
Wingra,1985-01-02,44.0,,,,,,,,,,,,,,
Wingra,1985-02-04,45.0,,,,,,,,,,,,,,
Wingra,1985-03-06,50.0,,,,,,,,,,,,,,
Wingra,1985-04-01,69.0,,,,,,,,,,,,,,
Wingra,1985-05-01,58.0,,,,,,,,,,,,,,
Wingra,1985-06-03,63.0,,,,,,,,,,,,,,
Wingra,1985-07-01,64.0,,,,,,,,,,,,,,
Wingra,1985-08-01,64.0,,,,,,,,,,,,,,
Wingra,1985-09-03,65.0,,,,,,,,,,,,,,
Wingra,1985-10-01,58.0,,,,,,,,,,,,,,
Wingra,1985-11-04,53.0,,,,,,,,,,,,,,
Wingra,1985-12-04,41.0,,,,,,,,,,,,,,
Wingra,1986-01-02,62.0,,,,,,,,,,,,,,
Wingra,1986-02-03,60.0,,,,,,,,,,,,,,
Wingra,1986-03-03,60.0,,,,,,,,,,,,,,
Wingra,1986-04-01,50.0,,,,,,,,,,,,,,
Wingra,1986-05-01,62.0,,,,,,,,,,,,,,
Wingra,1986-06-02,62.0,,,,,,,,,,,,,,
Wingra,1986-07-01,42.8,,,,,,,,,,,,,,
Wingra,1986-08-04,63.2,,,,,,,,,,,,,,
Wingra,1986-09-02,64.0,,,,,,,,,,,,,,
Wingra,1986-10-01,56.0,,,,,,,,,,,,,,
Wingra,1986-11-03,54.4,,,,,,,,,,,,,,
Wingra,1986-12-02,55.0,,,,,,,,,,,,,,
Wingra,1987-01-05,57.0,,,,,,,,,,,,,,
Wingra,1987-02-02,64.0,,,,,,,,,,,,,,
Wingra,1987-03-02,24.3,,,,,,,,,,,,,,
Wingra,1987-03-25,55.7,,,,,,,,,,,,,,
Wingra,1987-04-02,57.8,,,,,,,,,,,,,,
Wingra,1987-05-04,54.9,,,,,,,,,,,,,,
Wingra,1987-06-01,58.0,,,,,,,,,,,,,,
Wingra,1987-07-01,58.7,,,,,,,,,,,,,,
Wingra,1987-08-03,61.0,,,,,,,,,,,,,,
Wingra,1987-09-01,58.4,,,,,,,,,,,,,,
Wingra,1987-10-01,58.0,,,,,,,,,,,,,,
Wingra,1987-11-03,57.0,,,,,,,,,,,,,,
Wingra,1987-12-01,54.6,,,,,,,,,,,,,,
Wingra,1988-01-04,57.6,,,,,,,,,,,,,,
Wingra,1988-02-02,54.4,,,,,,,,,,,,,,
Wingra,1988-03-02,69.4,,,,,,,,,,,,,,
Wingra,1988-04-04,64.2,,,,,,,,,,,,,,
Wingra,1988-05-02,67.4,,,,,,,,,,,,,,
Wingra,1988-06-01,71.5,,,,,,,,,,,,,,
Wingra,1988-07-05,73.8,,,,,,,,,,,,,,
Wingra,1988-08-01,75.8,,,,,,,,,,,,,,
Wingra,1988-09-06,79.0,,,,,,,,,,,,,,
Wingra,1988-10-03,76.2,,,,,,,,,,,,,,
Wingra,1988-11-01,74.3,,,,,,,,,,,,,,
Wingra,1988-12-05,67.3,,,,,,,,,,,,,,
Wingra,1989-01-09,76.2,,,,,,,,,,,,,,
Wingra,1989-02-02,76.4,,,,,,,,,,,,,,
Wingra,1989-03-01,83.2,,,,,,,,,,,,,,
Wingra,1989-04-03,87.0,,,,,,,,,,,,,,
Wingra,1989-05-01,84.0,,,,,,,,,,,,,,
Wingra,1989-06-01,85.0,,,,,,,,,,,,,,
Wingra,1989-07-05,89.0,,,,,,,,,,,,,,
Wingra,1989-08-01,82.6,,,,,,,,,,,,,,
Wingra,1989-09-05,80.4,,,,,,,,,,,,,,
Wingra,1989-10-02,80.5,,,,,,,,,,,,,,
Wingra,1989-11-01,77.0,,,,,,,,,,,,,,
Wingra,1989-12-01,86.3,,,,,,,,,,,,,,
Wingra,1990-01-03,98.5,,,,,,,,,,,,,,
Wingra,1990-02-01,92.9,,,,,,,,,,,,,,
Wingra,1990-03-07,91.8,,,,,,,,,,,,,,
Wingra,1990-04-02,78.4,,,,,,,,,,,,,,
Wingra,1990-05-01,82.8,,,,,,,,,,,,,,
Wingra,1990-06-04,77.2,,,,,,,,,,,,,,
Wingra,1990-07-02,73.6,,,,,,,,,,,,,,
Wingra,1990-08-01,72.4,,,,,,,,,,,,,,
Wingra,1990-09-01,72.6,,,,,,,,,,,,,,
Wingra,1990-11-07,96.5,,,,,,,,,,,,,,
Wingra,1990-12-05,110.6,,,,,,,,,,,,,,
Wingra,1991-01-03,96.1,,,,,,,,,,,,,,
Wingra,1991-02-04,110.3,,,,,,,,,,,,,,
Wingra,1991-03-13,70.4,,,,,,,,,,,,,,
Wingra,1991-04-01,72.2,,,,,,,,,,,,,,
Wingra,1991-05-01,72.0,,,,,,,,,,,,,,
Wingra,1991-06-03,74.8,,,,,,,,,,,,,,
Wingra,1991-07-02,72.1,,,,,,,,,,,,,,
Wingra,1991-08-05,99.2,,,,,,,,,,,,,,
Wingra,1991-09-03,66.2,,,,,,,,,,,,,,
Wingra,1991-10-03,63.6,,,,,,,,,,,,,,
Wingra,1991-11-04,58.2,,,,,,,,,,,,,,
Wingra,1991-12-02,56.1,,,,,,,,,,,,,,
Wingra,1992-01-01,62.9,,,,,,,,,,,,,,
Wingra,1992-02-01,56.5,,,,,,,,,,,,,,
Wingra,1992-03-01,63.1,,,,,,,,,,,,,,
Wingra,1992-05-01,70.4,,,,,,,,,,,,,,
Wingra,1992-06-01,72.9,,,,,,,,,,,,,,
Wingra,1992-07-01,77.8,,,,,,,,,,,,,,
Wingra,1992-08-01,61.5,,,,,,,,,,,,,,
Wingra,1992-09-01,70.8,,,,,,,,,,,,,,
Wingra,1992-10-01,62.5,,,,,,,,,,,,,,
Wingra,1992-11-01,37.3,,,,,,,,,,,,,,
Wingra,1992-12-01,59.9,,,,,,,,,,,,,,
Wingra,1993-02-01,73.8,,,,,,,,,,,,,,
Wingra,1993-03-01,73.8,,,,,,,,,,,,,,
Wingra,1993-07-01,67.1,,,,,,,,,,,,,,
Wingra,1993-10-01,52.3,,,,,,,,,,,,,,
Wingra,1993-11-01,60.0,,,,,,,,,,,,,,
Wingra,1993-12-01,67.3,,,,,,,,,,,,,,
Wingra,1994-02-22,64.5,,,,,,,,,,,,,,
Wingra,1994-03-17,78.8,,,,,,,,,,,,,,
Wingra,1994-06-07,82.0,,,,,,,,,,,,,,
Wingra,1994-07-26,80.1,,,,,,,,,,,,,,
Wingra,1994-08-09,82.4,,,,,,,,,,,,,,
Wingra,1994-10-13,68.8,,,,,,,,,,,,,,
Wingra,1994-11-17,69.5,,,,,,,,,,,,,,
Wingra,1994-12-19,75.4,,,,,,,,,,,,,,
Wingra,1995-01-01,70.9,,,,,,,,,,,,,,
Wingra,1995-03-01,65.7,,,,,,,,,,,,,,
Wingra,1995-04-01,70.8,,,,,,,,,,,,,,
Wingra,1995-05-01,66.6,,,,,,,,,,,,,,
Wingra,1995-06-01,67.3,,,,,,,,,,,,,,
Wingra,1995-07-01,75.0,,,,,,,,,,,,,,
Wingra,1995-08-01,68.5,,,,,,,,,,,,,,
Wingra,1995-09-01,73.2,,,,,,,,,,,,,,
Wingra,1995-10-01,69.3,,,,,,,,,,,,,,
Wingra,1996-01-01,76.4,,,,,,,,,,,,,,
Wingra,1996-03-01,74.7,,,,,,,,,,,,,,
Wingra,1996-04-01,88.1,,,,,,,,,,,,,,
Wingra,1996-05-01,88.9,,,,,,,,,,,,,,
Wingra,1996-06-01,57.2,,,,,,,,,,,,,,
Wingra,1996-12-01,73.6,,,,,,,,,,,,,,
Wingra,1997-01-01,76.6,,,,,,,,,,,,,,
Wingra,1997-02-01,77.4,,,,,,,,,,,,,,
Wingra,1997-03-01,92.7,,,,,,,,,,,,,,
Wingra,1997-04-01,118.5,,,,,,,,,,,,,,
Wingra,1997-05-01,88.8,,,,,,,,,,,,,,
Wingra,1997-06-01,102.0,,,,,,,,,,,,,,
Wingra,1997-07-01,47.4,,,,,,,,,,,,,,
Wingra,1997-09-01,99.7,,,,,,,,,,,,,,
Wingra,1998-01-01,93.4,,,,,,,,,,,,,,
Wingra,1998-02-01,90.9,,,,,,,,,,,,,,
Wingra,1998-04-01,83.9,,,,,,,,,,,,,,
Wingra,1998-06-23,78.0,,,,,,,,,,,,,,
Wingra,1998-07-15,66.4,,,,,,,,,,,,,,
Wingra,1998-09-01,70.8,,,,,,,,,,,,,,
Wingra,1998-10-08,65.0,,,,,,,,,,,,,,
Wingra,1998-12-02,67.5,,,,,,,,,,,,,,
Wingra,1999-02-15,71.9,,,,,,,,,,,,,,
Wingra,1999-03-04,75.8,,,,,,,,,,,,,,
Wingra,1999-05-04,81.2,,,,,,,,,,,,,,
Wingra,1999-07-27,76.4,,,,,,,,,,,,,,
Wingra,1999-08-30,76.5,,,,,,,,,,,,,,
Wingra,1999-09-20,79.8,,,,,,,,,,,,,,
Wingra,1999-10-27,73.4,,,,,,,,,,,,,,
Wingra,1999-12-07,75.0,,,,,,,,,,,,,,
Wingra,2000-01-18,81.3,,,,,,,,,,,,,,
Wingra,2000-02-28,64.7,,,,,,,,,,,,,,
Wingra,2000-04-28,81.4,,,,,,,,,,,,,,
Wingra,2000-05-26,77.0,,,,,,,,,,,,,,
Wingra,2000-06-27,59.4,,,,,,,,,,,,,,
Wingra,2000-07-12,60.0,,,,,,,,,,,,,,
Wingra,2000-08-07,60.4,,,,,,,,,,,,,,
Wingra,2000-09-05,60.6,,,,,,,,,,,,,,
Wingra,2000-10-30,64.2,,,,,,,,,,,,,,
Wingra,2000-11-28,67.2,,,,,,,,,,,,,,
Wingra,2001-01-23,74.3,,,,,,,,,,,,,,
Wingra,2001-02-20,81.0,,,,,,,,,,,,,,
Wingra,2001-03-22,83.7,,,,,,,,,,,,,,
Wingra,2001-04-03,94.0,,,,,,,,,,,,,,
Wingra,2001-05-30,95.1,,,,,,,,,,,,,,
Wingra,2001-06-26,92.1,,,,,,,,,,,,,,
Wingra,2001-07-30,90.5,,,,,,,,,,,,,,
Wingra,2001-10-30,68.6,,,,,,,,,,,,,,
Wingra,2001-11-29,69.2,,,,,,,,,,,,,,
Wingra,2001-12-11,69.7,,,,,,,,,,,,,,
Wingra,2002-01-28,75.7,,,,,,,,,,,,,,
Wingra,2002-02-28,68.5,,,,,,,,,,,,,,
Wingra,2002-03-27,80.8,,,,,,,,,,,,,,
Wingra,2002-04-29,81.8,,,,,,,,,,,,,,
Wingra,2002-05-30,82.3,,,,,,,,,,,,,,
Wingra,2002-06-25,74.6,,,,,,,,,,,,,,
Wingra,2002-07-31,78.2,,,,,,,,,,,,,,
Wingra,2002-08-26,84.2,,,,,,,,,,,,,,
Wingra,2002-09-23,84.2,,,,,,,,,,,,,,
Wingra,2002-10-28,82.8,,,,,,,,,,,,,,
Wingra,2002-11-25,41.9,,,,,,,,,,,,,,
Wingra,2002-12-11,90.7,,,,,,,,,,,,,,
Wingra,2003-01-08,85.7,,,,,,,,,,,,,,
Wingra,2003-02-19,92.2,,,,,,,,,,,,,,
Wingra,2003-03-17,81.2,,,,,,,,,,,,,,
Wingra,2003-04-29,89.3,,,,,,,,,,,,,,
Wingra,2003-05-29,90.2,,,,,,,,,,,,,,
Wingra,2003-06-23,94.2,,,,,,,,,,,,,,
Wingra,2003-07-29,89.3,,,,,,,,,,,,,,
Wingra,2003-08-27,94.9,,,,,,,,,,,,,,
Wingra,2003-09-11,96.6,,,,,,,,,,,,,,
Wingra,2003-10-27,88.3,,,,,,,,,,,,,,
Wingra,2003-11-24,77.5,,,,,,,,,,,,,,
Wingra,2003-12-29,79.2,,,,,,,,,,,,,,
Wingra,2004-01-21,84.7,,,,,,,,,,,,,,
Wingra,2004-02-18,92.8,,,,,,,,,,,,,,
Wingra,2004-03-30,90.4,,,,,,,,,,,,,,
Wingra,2004-04-26,93.0,,,,,,,,,,,,,,
Wingra,2004-05-12,94.1,,,,,,,,,,,,,,
Wingra,2004-06-15,68.3,,,,,,,,,,,,,,
Wingra,2004-07-15,66.3,,,,,,,,,,,,,,
Wingra,2004-08-23,67.8,,,,,,,,,,,,,,
Wingra,2004-09-13,68.4,,,,,,,,,,,,,,
Wingra,2004-10-25,69.3,,,,,,,,,,,,,,
Wingra,2004-11-22,70.9,,,,,,,,,,,,,,
Wingra,2004-12-13,69.4,,,,,,,,,,,,,,
Wingra,2005-01-25,81.7,,,,,,,,,,,,,,
Wingra,2005-02-23,90.0,,,,,,,,,,,,,,
Wingra,2005-03-16,98.6,,,,,,,,,,,,,,
Wingra,2005-04-25,105.5,,,,,,,,,,,,,,
Wingra,2005-05-23,111.2,,,,,,,,,,,,,,
Wingra,2005-06-30,106.8,,,,,,,,,,,,,,
Wingra,2005-07-27,107.1,,,,,,,,,,,,,,
Wingra,2005-08-23,111.0,,,,,,,,,,,,,,
Wingra,2005-09-27,111.1,,,,,,,,,,,,,,
Wingra,2005-10-25,112.0,,,,,,,,,,,,,,
Wingra,2005-11-30,108.1,,,,,,,,,,,,,,
Wingra,2005-12-27,114.6,,,,,,,,,,,,,,
Wingra,2006-01-24,107.7,,,,,,,,,,,,,,
Wingra,2006-02-22,105.0,,,,,,,,,,,,,,
Wingra,2006-03-27,104.1,,,,,,,,,,,,,,
