Date,Lake,Chloride.mgL
7/1/1986,Mendota,22
8/1/1986,Mendota,21
9/1/1986,Mendota,21
10/1/1986,Mendota,23.4
11/1/1986,Mendota,22.2
12/1/1986,Mendota,19
1/1/1987,Mendota,21.6
2/1/1987,Mendota,24.5
3/1/1987,Mendota,22.9
4/1/1987,Mendota,23.7
5/1/1987,Mendota,24.9
6/1/1987,Mendota,25.2
7/1/1987,Mendota,22
8/1/1987,Mendota,23
9/1/1987,Mendota,23.2
10/1/1987,Mendota,24
11/1/1987,Mendota,28
12/1/1987,Mendota,25.1
1/1/1988,Mendota,25.2
2/1/1988,Mendota,28.6
3/1/1988,Mendota,26.7
4/1/1988,Mendota,24.5
5/1/1988,Mendota,24.3
6/1/1988,Mendota,26.5
7/1/1988,Mendota,25.3
8/1/1988,Mendota,25.9
9/1/1988,Mendota,27.5
10/1/1988,Mendota,26.2
11/1/1988,Mendota,23.8
12/1/1988,Mendota,23.6
1/1/1989,Mendota,26.4
2/1/1989,Mendota,26.4
3/1/1989,Mendota,30.2
4/1/1989,Mendota,24.6
5/1/1989,Mendota,27.6
6/1/1989,Mendota,27.2
7/1/1989,Mendota,27.4
8/1/1989,Mendota,22.6
9/1/1989,Mendota,23.6
10/1/1989,Mendota,25.8
11/1/1989,Mendota,27.1
12/1/1989,Mendota,29.3
1/1/1990,Mendota,27.6
2/1/1990,Mendota,28.2
3/1/1990,Mendota,29.1
4/1/1990,Mendota,26.9
5/1/1990,Mendota,27.9
6/1/1990,Mendota,29.5
7/1/1990,Mendota,28.2
8/1/1990,Mendota,25.2
9/1/1990,Mendota,27.5
11/1/1990,Mendota,26.2
12/1/1990,Mendota,26.7
1/1/1991,Mendota,30
2/1/1991,Mendota,31.7
3/1/1991,Mendota,23.3
4/1/1991,Mendota,28
5/1/1991,Mendota,30.6
6/1/1991,Mendota,31.1
7/1/1991,Mendota,29.1
8/1/1991,Mendota,29.7
9/1/1991,Mendota,30.5
10/1/1991,Mendota,31.3
11/1/1991,Mendota,29.9
12/1/1991,Mendota,29
1/1/1992,Mendota,28.9
2/1/1992,Mendota,30.8
3/1/1992,Mendota,28.5
4/1/1992,Mendota,29.7
5/1/1992,Mendota,28.6
6/1/1992,Mendota,28.6
7/1/1992,Mendota,32.9
8/1/1992,Mendota,32.1
9/1/1992,Mendota,31.9
10/1/1992,Mendota,30.6
11/1/1992,Mendota,31.4
12/1/1992,Mendota,31.7
2/1/1993,Mendota,31.8
3/1/1993,Mendota,27.2
7/1/1993,Mendota,31.4
10/1/1993,Mendota,32.2
11/1/1993,Mendota,32
12/1/1993,Mendota,32.8
2/1/1994,Mendota,31.8
3/1/1994,Mendota,33.7
6/1/1994,Mendota,33.4
7/1/1994,Mendota,33.3
8/1/1994,Mendota,34.2
9/1/1994,Mendota,31.9
10/1/1994,Mendota,31.7
11/1/1994,Mendota,30.9
12/1/1994,Mendota,31.1
1/1/1995,Mendota,31.4
3/1/1995,Mendota,30.2
4/1/1995,Mendota,31
5/1/1995,Mendota,31.2
6/1/1995,Mendota,31.4
7/1/1995,Mendota,32.2
8/1/1995,Mendota,32.3
9/1/1995,Mendota,32.3
10/1/1995,Mendota,31.4
1/1/1996,Mendota,34.2
3/1/1996,Mendota,32.4
4/1/1996,Mendota,33.6
5/1/1996,Mendota,33.8
5/1/1996,Mendota,32.62
6/1/1996,Mendota,31.8
8/5/1996,Mendota,32.76
9/1/1996,Mendota,33.7
11/1/1996,Mendota,35.9
11/8/1996,Mendota,34.24
12/1/1996,Mendota,34.5
1/1/1997,Mendota,35.5
2/1/1997,Mendota,34.5
3/1/1997,Mendota,35.8
4/1/1997,Mendota,38
5/1/1997,Mendota,28.9
5/2/1997,Mendota,36.71
6/1/1997,Mendota,34.1
7/1/1997,Mendota,32.8
8/6/1997,Mendota,34.38
9/1/1997,Mendota,38.3
11/1/1997,Mendota,38.3
11/30/1997,Mendota,36.29
4/24/1998,Mendota,34.93
6/1/1998,Mendota,33.5
7/1/1998,Mendota,32.6
8/2/1998,Mendota,34.86
9/1/1998,Mendota,32
10/1/1998,Mendota,35.1
10/27/1998,Mendota,35.55
12/1/1998,Mendota,32.8
2/1/1999,Mendota,32
3/1/1999,Mendota,33.6
4/12/1999,Mendota,37.29
5/1/1999,Mendota,34
7/1/1999,Mendota,32.6
7/6/1999,Mendota,34.85
8/1/1999,Mendota,33.1
9/1/1999,Mendota,33.7
10/1/1999,Mendota,34.2
10/26/1999,Mendota,35.85
12/1/1999,Mendota,33.9
1/1/2000,Mendota,35.6
2/1/2000,Mendota,27.4
4/1/2000,Mendota,34
4/10/2000,Mendota,36.11
5/1/2000,Mendota,33.1
6/1/2000,Mendota,30.4
7/1/2000,Mendota,31
7/3/2000,Mendota,32.08
8/1/2000,Mendota,30.3
9/1/2000,Mendota,30.7
10/1/2000,Mendota,34.1
10/24/2000,Mendota,33.21
11/1/2000,Mendota,34.6
1/1/2001,Mendota,36.4
1/17/2001,Mendota,33.47
3/1/2001,Mendota,34.5
4/1/2001,Mendota,31.8
4/23/2001,Mendota,33.42
5/1/2001,Mendota,36.5
6/1/2001,Mendota,36
7/1/2001,Mendota,36.6
7/30/2001,Mendota,33.72
10/1/2001,Mendota,35.1
10/22/2001,Mendota,32.09
11/1/2001,Mendota,35
12/1/2001,Mendota,35
1/2/2002,Mendota,34.3
2/2/2002,Mendota,36.7
3/2/2002,Mendota,35.2
4/2/2002,Mendota,36.1
4/24/2002,Mendota,31.34
5/2/2002,Mendota,35.3
6/2/2002,Mendota,35.4
7/2/2002,Mendota,36
7/15/2002,Mendota,31.52
8/2/2002,Mendota,36.2
9/2/2002,Mendota,36.5
10/2/2002,Mendota,36.6
10/21/2002,Mendota,36.09
11/2/2002,Mendota,37
12/2/2002,Mendota,37.6
1/3/2003,Mendota,37.3
1/21/2003,Mendota,37.34
4/3/2003,Mendota,38.2
4/14/2003,Mendota,36.96
5/3/2003,Mendota,37.5
6/3/2003,Mendota,38.8
7/3/2003,Mendota,35.8
8/3/2003,Mendota,39.5
8/4/2003,Mendota,37.47
9/3/2003,Mendota,39.4
10/3/2003,Mendota,38.9
10/27/2003,Mendota,37.65
11/3/2003,Mendota,34.7
12/3/2003,Mendota,35
1/4/2004,Mendota,38.6
2/3/2004,Mendota,39.4
2/4/2004,Mendota,41
3/4/2004,Mendota,38.9
4/4/2004,Mendota,36.6
4/12/2004,Mendota,37.95
5/4/2004,Mendota,39.2
6/4/2004,Mendota,34
7/4/2004,Mendota,36.5
8/3/2004,Mendota,38.47
8/4/2004,Mendota,34.1
9/4/2004,Mendota,34.2
10/4/2004,Mendota,34.7
11/3/2004,Mendota,36.78
11/4/2004,Mendota,38.4
12/4/2004,Mendota,35.5
1/5/2005,Mendota,38.1
1/31/2005,Mendota,38.55
2/5/2005,Mendota,34.8
3/5/2005,Mendota,35.3
4/5/2005,Mendota,36.5
4/15/2005,Mendota,41.8
5/5/2005,Mendota,36.2
6/5/2005,Mendota,37
7/5/2005,Mendota,38
8/1/2005,Mendota,39.81
8/5/2005,Mendota,40.2
9/5/2005,Mendota,36.9
10/5/2005,Mendota,40
11/2/2005,Mendota,40.95
11/5/2005,Mendota,38.4
12/5/2005,Mendota,38.7
1/6/2006,Mendota,37.7
3/6/2006,Mendota,38.3
3/6/2006,Mendota,46.2
4/17/2006,Mendota,45
5/6/2006,Mendota,36.9
6/6/2006,Mendota,39.9
7/6/2006,Mendota,40.8
8/6/2006,Mendota,40.8
8/7/2006,Mendota,40.76
9/6/2006,Mendota,39.9
10/6/2006,Mendota,37.8
10/30/2006,Mendota,40.76
11/6/2006,Mendota,37.8
12/6/2006,Mendota,36.4
1/3/2007,Mendota,41.04
1/7/2007,Mendota,38.7
2/7/2007,Mendota,40.5
2/19/2007,Mendota,40.06
3/7/2007,Mendota,37.7
4/7/2007,Mendota,40.4
4/16/2007,Mendota,39.09
6/7/2007,Mendota,38.6
7/7/2007,Mendota,41.8
8/6/2007,Mendota,42.21
9/7/2007,Mendota,36.6
10/7/2007,Mendota,37.7
10/29/2007,Mendota,38.88
2/8/2008,Mendota,43.6
2/13/2008,Mendota,42.5
3/8/2008,Mendota,41.1
4/8/2008,Mendota,39.3
4/14/2008,Mendota,44.83
5/8/2008,Mendota,43.5
6/8/2008,Mendota,42.2
7/8/2008,Mendota,39.5
8/4/2008,Mendota,39.52
8/8/2008,Mendota,39.5
9/8/2008,Mendota,41.8
10/8/2008,Mendota,40.2
10/29/2008,Mendota,39.03
11/8/2008,Mendota,41.8
12/8/2008,Mendota,41.4
1/9/2009,Mendota,45.9
1/21/2009,Mendota,43.6
2/9/2009,Mendota,38.9
3/9/2009,Mendota,39.2
4/9/2009,Mendota,43.5
4/15/2009,Mendota,44.23
5/9/2009,Mendota,44.9
6/9/2009,Mendota,43.8
7/9/2009,Mendota,43.3
8/5/2009,Mendota,44.55
8/9/2009,Mendota,43.7
9/9/2009,Mendota,45.4
10/9/2009,Mendota,44.2
10/28/2009,Mendota,44.39
11/9/2009,Mendota,46.1
12/9/2009,Mendota,45.4
1/10/2010,Mendota,44.5
2/1/2010,Mendota,46.23
2/10/2010,Mendota,47.8
3/10/2010,Mendota,29.6
4/10/2010,Mendota,45.4
4/13/2010,Mendota,46.6
5/10/2010,Mendota,46.5
6/10/2010,Mendota,43.8
7/10/2010,Mendota,44.3
8/3/2010,Mendota,42.88
8/10/2010,Mendota,42
9/10/2010,Mendota,42.9
10/10/2010,Mendota,44.3
11/9/2010,Mendota,44.1
11/10/2010,Mendota,43.8
1/11/2011,Mendota,48.1
1/19/2011,Mendota,46.45
2/11/2011,Mendota,46.4
3/11/2011,Mendota,44.9
4/11/2011,Mendota,46.4
5/11/2011,Mendota,43.2
5/17/2011,Mendota,46.71
6/11/2011,Mendota,46.5
7/11/2011,Mendota,44.4
8/4/2011,Mendota,47.13
8/11/2011,Mendota,44.6
9/11/2011,Mendota,44.5
10/11/2011,Mendota,44.2
10/31/2011,Mendota,47.26
11/11/2011,Mendota,44.3
12/11/2011,Mendota,43.4
1/12/2012,Mendota,45.2
2/12/2012,Mendota,43.4
2/22/2012,Mendota,48.64
3/12/2012,Mendota,46.4
4/12/2012,Mendota,48.2
4/17/2012,Mendota,48.68
5/12/2012,Mendota,45
6/12/2012,Mendota,46.6
8/6/2012,Mendota,50.15
8/12/2012,Mendota,49.5
9/12/2012,Mendota,47.3
10/12/2012,Mendota,48
10/29/2012,Mendota,49.77
11/12/2012,Mendota,48
12/12/2012,Mendota,47.1
2/12/2013,Mendota,50.96
2/13/2013,Mendota,47.3
3/13/2013,Mendota,54.1
4/29/2013,Mendota,52.36
5/13/2013,Mendota,48.8
6/13/2013,Mendota,51.9
7/13/2013,Mendota,46.2
8/5/2013,Mendota,49.6
8/13/2013,Mendota,46.8
9/13/2013,Mendota,52.1
10/13/2013,Mendota,49.2
10/29/2013,Mendota,50.79
2/3/2014,Mendota,55.87
3/14/2014,Mendota,47.8
4/14/2014,Mendota,53.4
4/29/2014,Mendota,52.66
6/14/2014,Mendota,48.2
7/14/2014,Mendota,49.2
8/4/2014,Mendota,51.1
8/14/2014,Mendota,48.9
9/14/2014,Mendota,49.2
10/14/2014,Mendota,49.5
10/30/2014,Mendota,51.24
12/13/2014,Mendota,48.3
12/14/2014,Mendota,49.9
2/11/2015,Mendota,55.31
4/15/2015,Mendota,51
4/24/2015,Mendota,52.58
6/15/2015,Mendota,49.8
7/15/2015,Mendota,52.4
8/3/2015,Mendota,53.77
8/15/2015,Mendota,51.5
9/15/2015,Mendota,48.8
10/15/2015,Mendota,49.5
11/2/2015,Mendota,53.31
1/27/2016,Mendota,53.75
2/16/2016,Mendota,45.7
3/16/2016,Mendota,48.9
4/12/2016,Mendota,53.26
4/16/2016,Mendota,53
6/16/2016,Mendota,47.5
7/16/2016,Mendota,48.6
8/1/2016,Mendota,52.15
8/16/2016,Mendota,52
9/16/2016,Mendota,49.1
10/16/2016,Mendota,48.5
11/9/2016,Mendota,51.23
12/16/2016,Mendota,45.1
1/17/2017,Mendota,49.9
2/6/2017,Mendota,42.89
3/17/2017,Mendota,48.9
4/17/2017,Mendota,51.1
4/17/2017,Mendota,55.84
5/17/2017,Mendota,51.6
6/17/2017,Mendota,50.1
7/17/2017,Mendota,46.7
8/7/2017,Mendota,53.12
10/17/2017,Mendota,51
11/2/2017,Mendota,54.89
12/17/2017,Mendota,49.5
1/18/2018,Mendota,54.4
1/23/2018,Mendota,56.67
2/18/2018,Mendota,50.6
4/18/2018,Mendota,52.1
5/18/2018,Mendota,51.4
6/18/2018,Mendota,49.8
7/18/2018,Mendota,51.4
8/6/2018,Mendota,55.64
8/18/2018,Mendota,45.9
9/18/2018,Mendota,47.2
10/29/2018,Mendota,51.69
11/18/2018,Mendota,49
12/18/2018,Mendota,47.6
2/19/2019,Mendota,50.6
2/21/2019,Mendota,54.85
4/15/2019,Mendota,54.33
4/19/2019,Mendota,50.9
6/19/2019,Mendota,49.9
8/5/2019,Mendota,51.38
8/19/2019,Mendota,49.7
9/19/2019,Mendota,49.8
10/19/2019,Mendota,47.5
10/28/2019,Mendota,50.72
12/19/2019,Mendota,52.2
2/12/2020,Mendota,52.77
3/3/2021,Mendota,52.47
5/17/2021,Mendota,53.66
8/12/2021,Mendota,51.96
11/4/2021,Mendota,53.02
2/8/2022,Mendota,62.93
5/16/2022,Mendota,60
8/9/2022,Mendota,53.95
11/1/2022,Mendota,54.1
2/2/2023,Mendota,61.5
4/10/2023,Mendota,57.9
7/3/2023,Mendota,57.5
8/30/2023,Mendota,55.9
3/12/2024,Mendota,61.8
4/10/2024,Mendota,57.2
6/27/2024,Mendota,54.6
7/17/2024,Mendota,49.3
8/28/2024,Mendota,51.9
9/18/2024,Mendota,53.4
10/29/2024,Mendota,52.4
7/1/1940,Monona,8
7/1/1941,Monona,6
7/1/1942,Monona,6
7/1/1943,Monona,8
7/1/1944,Monona,8
7/1/1945,Monona,10
7/1/1946,Monona,8
7/1/1947,Monona,12
7/1/1962,Monona,15
7/1/1963,Monona,15
7/1/1964,Monona,20
7/1/1965,Monona,21
7/1/1966,Monona,20
7/1/1967,Monona,21
7/1/1968,Monona,22
7/1/1969,Monona,22
7/1/1970,Monona,23
5/1/1972,Monona,28.8
10/1/1972,Monona,26.5
3/1/1973,Monona,25
4/1/1973,Monona,26.5
10/1/1973,Monona,22
2/1/1974,Monona,25
5/1/1974,Monona,22
6/1/1974,Monona,22
9/1/1974,Monona,22
10/1/1974,Monona,21
12/1/1974,Monona,22
1/1/1975,Monona,21.8
2/1/1975,Monona,23.5
3/1/1975,Monona,26
4/1/1975,Monona,27.2
5/1/1975,Monona,25.5
7/1/1975,Monona,21
8/1/1975,Monona,20.5
9/1/1975,Monona,21.2
10/1/1975,Monona,15
11/1/1975,Monona,21.5
12/1/1975,Monona,21
1/1/1976,Monona,22.8
2/1/1976,Monona,22
3/1/1976,Monona,23
4/1/1976,Monona,23.8
5/1/1976,Monona,21
6/1/1976,Monona,21.5
7/1/1976,Monona,22
8/1/1976,Monona,20
9/1/1976,Monona,22
10/1/1976,Monona,23
11/1/1976,Monona,21
12/1/1976,Monona,25
1/1/1977,Monona,24
2/1/1977,Monona,27
3/1/1977,Monona,26
4/1/1977,Monona,25
5/1/1977,Monona,24
6/1/1977,Monona,22
7/1/1977,Monona,22
8/1/1977,Monona,19
9/1/1977,Monona,23
10/1/1977,Monona,21
11/1/1977,Monona,22
12/1/1977,Monona,24
1/1/1978,Monona,22
2/1/1978,Monona,23
3/1/1978,Monona,25
4/1/1978,Monona,22
5/1/1978,Monona,23
6/1/1978,Monona,22
7/1/1978,Monona,19
8/1/1978,Monona,17
9/1/1978,Monona,34
10/1/1978,Monona,36
11/1/1978,Monona,23
12/1/1978,Monona,22
1/1/1979,Monona,22
2/1/1979,Monona,20
3/1/1979,Monona,25
4/1/1979,Monona,25
5/1/1979,Monona,24
6/1/1979,Monona,24
7/1/1979,Monona,24
8/1/1979,Monona,24
9/1/1979,Monona,23
10/1/1979,Monona,23
11/1/1979,Monona,23
12/1/1979,Monona,22
1/1/1980,Monona,24
2/1/1980,Monona,24
3/1/1980,Monona,26
4/1/1980,Monona,26
5/1/1980,Monona,29
6/1/1980,Monona,25
7/1/1980,Monona,26
8/1/1980,Monona,23
9/1/1980,Monona,27
10/1/1980,Monona,26
11/1/1980,Monona,24
12/1/1980,Monona,24
1/1/1981,Monona,25
2/1/1981,Monona,26
3/1/1981,Monona,24
4/1/1981,Monona,25
5/1/1981,Monona,24
6/1/1981,Monona,26
7/1/1981,Monona,25
8/1/1981,Monona,25
11/1/1981,Monona,23
12/1/1981,Monona,24
1/1/1982,Monona,25
2/1/1982,Monona,26
3/1/1982,Monona,26
4/1/1982,Monona,31
5/1/1982,Monona,27
6/1/1982,Monona,21
7/1/1982,Monona,26
8/1/1982,Monona,26
10/1/1982,Monona,26
11/1/1982,Monona,25
12/1/1982,Monona,24
1/1/1983,Monona,24
2/1/1983,Monona,26
3/1/1983,Monona,25
4/1/1983,Monona,27
5/1/1983,Monona,27
6/1/1983,Monona,25
7/1/1983,Monona,23
8/1/1983,Monona,27
9/1/1983,Monona,25
10/1/1983,Monona,26
11/1/1983,Monona,26
12/1/1983,Monona,25
1/1/1984,Monona,28
2/1/1984,Monona,28
3/1/1984,Monona,26
4/1/1984,Monona,25
5/1/1984,Monona,30.2
6/1/1984,Monona,27.6
7/1/1984,Monona,26
8/1/1984,Monona,26
9/1/1984,Monona,24
10/1/1984,Monona,26
11/1/1984,Monona,24
12/1/1984,Monona,26
1/1/1985,Monona,26
2/1/1985,Monona,27
3/1/1985,Monona,27
4/1/1985,Monona,30
5/1/1985,Monona,27
6/1/1985,Monona,26.5
7/1/1985,Monona,32
8/1/1985,Monona,28
9/1/1985,Monona,28
10/1/1985,Monona,26
11/1/1985,Monona,29
12/1/1985,Monona,26
1/1/1986,Monona,28
2/1/1986,Monona,27
3/1/1986,Monona,28
4/1/1986,Monona,26
5/1/1986,Monona,29
6/1/1986,Monona,32.5
7/1/1986,Monona,30
8/1/1986,Monona,28.4
9/1/1986,Monona,29
10/1/1986,Monona,29.2
11/1/1986,Monona,29.2
12/1/1986,Monona,29.4
1/1/1987,Monona,27.8
2/1/1987,Monona,31
3/1/1987,Monona,27.3
4/1/1987,Monona,29.7
5/1/1987,Monona,28.3
6/1/1987,Monona,29.2
7/1/1987,Monona,28.1
8/1/1987,Monona,31
9/1/1987,Monona,29.4
10/1/1987,Monona,31
11/1/1987,Monona,30
12/1/1987,Monona,29.2
1/1/1988,Monona,32
2/1/1988,Monona,30.6
3/1/1988,Monona,32.3
4/1/1988,Monona,34.3
5/1/1988,Monona,33.8
6/1/1988,Monona,36.4
7/1/1988,Monona,33.6
8/1/1988,Monona,35.8
9/1/1988,Monona,37.5
10/1/1988,Monona,35.2
11/1/1988,Monona,32.2
12/1/1988,Monona,32.6
1/1/1989,Monona,36.2
2/1/1989,Monona,38.2
3/1/1989,Monona,39.4
4/1/1989,Monona,37.8
5/1/1989,Monona,39.4
6/1/1989,Monona,38.4
7/1/1989,Monona,38.2
8/1/1989,Monona,35.8
9/1/1989,Monona,33
10/1/1989,Monona,39.2
11/1/1989,Monona,37.9
12/1/1989,Monona,37.5
1/1/1990,Monona,40
2/1/1990,Monona,42.1
3/1/1990,Monona,43.7
4/1/1990,Monona,38.3
5/1/1990,Monona,40.2
6/1/1990,Monona,39.1
7/1/1990,Monona,32
8/1/1990,Monona,36.1
9/1/1990,Monona,36.9
11/1/1990,Monona,31.4
12/1/1990,Monona,32.5
1/1/1991,Monona,35.4
2/1/1991,Monona,38.2
3/1/1991,Monona,38.7
4/1/1991,Monona,45.4
5/1/1991,Monona,42.2
6/1/1991,Monona,39.1
7/1/1991,Monona,37.3
8/1/1991,Monona,43.2
9/1/1991,Monona,42.2
10/1/1991,Monona,40.2
11/1/1991,Monona,41.4
12/1/1991,Monona,37.5
1/1/1992,Monona,38.3
2/1/1992,Monona,43.2
3/1/1992,Monona,36.5
4/1/1992,Monona,40.7
5/1/1992,Monona,39.3
6/1/1992,Monona,39.5
7/1/1992,Monona,42.5
8/1/1992,Monona,41.2
9/1/1992,Monona,40.5
10/1/1992,Monona,41.3
11/1/1992,Monona,39.4
12/1/1992,Monona,38.8
2/1/1993,Monona,41.3
3/1/1993,Monona,37
7/1/1993,Monona,41.3
10/1/1993,Monona,37.7
11/1/1993,Monona,36.8
12/1/1993,Monona,38.7
2/1/1994,Monona,39.3
3/1/1994,Monona,40.8
6/1/1994,Monona,40.4
7/1/1994,Monona,39.3
8/1/1994,Monona,41.3
9/1/1994,Monona,39
10/1/1994,Monona,38.8
11/1/1994,Monona,36.6
12/1/1994,Monona,38.3
1/1/1995,Monona,38.3
3/1/1995,Monona,37.6
4/1/1995,Monona,39.6
5/1/1995,Monona,39.5
6/1/1995,Monona,39.2
7/1/1995,Monona,39.9
8/1/1995,Monona,39.5
9/1/1995,Monona,38.7
10/1/1995,Monona,38.6
1/1/1996,Monona,42.2
3/1/1996,Monona,41.2
4/1/1996,Monona,45.2
5/1/1996,Monona,46
5/1/1996,Monona,43.72
6/1/1996,Monona,39.9
8/5/1996,Monona,39.51
9/1/1996,Monona,41.1
11/1/1996,Monona,44.4
11/25/1996,Monona,23.52
12/1/1996,Monona,43.6
1/1/1997,Monona,46.7
2/1/1997,Monona,44.5
3/1/1997,Monona,46.3
4/1/1997,Monona,56.9
5/1/1997,Monona,35.6
5/1/1997,Monona,49.05
6/1/1997,Monona,48
7/1/1997,Monona,41.8
8/7/1997,Monona,45.94
9/1/1997,Monona,49.9
11/1/1997,Monona,49.9
11/25/1997,Monona,46.76
4/27/1998,Monona,47.01
6/1/1998,Monona,43.8
7/1/1998,Monona,42.6
8/2/1998,Monona,41.76
9/1/1998,Monona,40.1
10/1/1998,Monona,40.4
10/27/1998,Monona,21.53
12/1/1998,Monona,40.5
2/1/1999,Monona,43.2
3/1/1999,Monona,42
4/12/1999,Monona,49.97
5/1/1999,Monona,45.8
7/1/1999,Monona,40.5
7/7/1999,Monona,43.77
8/1/1999,Monona,41
9/1/1999,Monona,42.2
10/1/1999,Monona,42.8
10/26/1999,Monona,44.4
12/1/1999,Monona,42.2
2/1/2000,Monona,41.3
4/1/2000,Monona,45.3
4/10/2000,Monona,46.79
5/1/2000,Monona,45.1
6/1/2000,Monona,39
7/1/2000,Monona,37.5
7/3/2000,Monona,40.04
8/1/2000,Monona,36.9
9/1/2000,Monona,36.3
10/1/2000,Monona,41.4
10/24/2000,Monona,38.86
11/1/2000,Monona,42.1
1/1/2001,Monona,42.2
1/15/2001,Monona,37.91
3/1/2001,Monona,44
4/1/2001,Monona,45.3
4/25/2001,Monona,46.3
5/1/2001,Monona,46.6
6/1/2001,Monona,45.5
7/1/2001,Monona,45.1
7/30/2001,Monona,44.1
10/1/2001,Monona,40.7
10/22/2001,Monona,40.33
11/1/2001,Monona,43
12/1/2001,Monona,43.3
1/2/2002,Monona,43.8
2/2/2002,Monona,43.4
3/2/2002,Monona,47.5
4/2/2002,Monona,46.9
4/23/2002,Monona,41.08
5/2/2002,Monona,46.3
6/2/2002,Monona,45.1
7/2/2002,Monona,45.8
7/16/2002,Monona,40.35
8/2/2002,Monona,46
9/2/2002,Monona,46.8
10/2/2002,Monona,43.1
10/22/2002,Monona,45.95
11/2/2002,Monona,46.7
12/2/2002,Monona,47.2
1/3/2003,Monona,46.9
2/3/2003,Monona,46.9
2/13/2003,Monona,48.35
3/3/2003,Monona,47.6
4/3/2003,Monona,50.7
4/15/2003,Monona,49.67
5/3/2003,Monona,46.8
6/3/2003,Monona,47.5
7/3/2003,Monona,47.6
8/3/2003,Monona,48.6
8/5/2003,Monona,49.12
9/3/2003,Monona,50.9
10/3/2003,Monona,47.2
10/29/2003,Monona,49.45
11/3/2003,Monona,45
12/3/2003,Monona,43.6
1/4/2004,Monona,47.5
2/4/2004,Monona,47.4
2/17/2004,Monona,47
3/4/2004,Monona,48.7
4/4/2004,Monona,48.3
4/13/2004,Monona,50.81
5/4/2004,Monona,57.3
6/4/2004,Monona,43.6
7/4/2004,Monona,46
8/4/2004,Monona,41.5
8/5/2004,Monona,4.58
9/4/2004,Monona,41.6
10/4/2004,Monona,42.1
11/4/2004,Monona,46.8
11/4/2004,Monona,45.68
12/4/2004,Monona,44.4
1/5/2005,Monona,46.2
2/3/2005,Monona,46.04
2/5/2005,Monona,47.8
3/5/2005,Monona,48.7
4/5/2005,Monona,51.5
4/18/2005,Monona,59.46
5/5/2005,Monona,50.8
6/5/2005,Monona,52.7
7/5/2005,Monona,55.5
8/3/2005,Monona,56.51
8/5/2005,Monona,53.6
9/5/2005,Monona,53.3
10/5/2005,Monona,53.8
11/3/2005,Monona,57.82
11/5/2005,Monona,53.5
12/5/2005,Monona,59.1
1/6/2006,Monona,50.7
2/6/2006,Monona,54.8
3/6/2006,Monona,67.5
4/19/2006,Monona,64.08
5/6/2006,Monona,52.1
6/6/2006,Monona,52.5
7/6/2006,Monona,52
8/6/2006,Monona,51.6
8/8/2006,Monona,54.29
9/6/2006,Monona,50.3
10/6/2006,Monona,50.3
10/30/2006,Monona,53.71
11/6/2006,Monona,48.9
12/6/2006,Monona,47.9
1/5/2007,Monona,52.36
1/7/2007,Monona,50.3
2/7/2007,Monona,53.1
2/26/2007,Monona,50.57
3/7/2007,Monona,52
4/7/2007,Monona,53.7
4/17/2007,Monona,54.82
6/7/2007,Monona,52.2
7/7/2007,Monona,52.5
8/7/2007,Monona,49.59
9/7/2007,Monona,51.1
10/7/2007,Monona,47.4
10/29/2007,Monona,49.06
11/7/2007,Monona,46.5
3/3/2008,Monona,52.45
3/8/2008,Monona,61.1
4/8/2008,Monona,55.6
4/17/2008,Monona,67.12
5/8/2008,Monona,60.6
6/8/2008,Monona,53.5
7/8/2008,Monona,49.7
8/5/2008,Monona,50.57
8/8/2008,Monona,51.4
9/8/2008,Monona,53.2
10/8/2008,Monona,52.5
10/31/2008,Monona,51.03
11/8/2008,Monona,53.4
12/8/2008,Monona,52.9
1/9/2009,Monona,52.2
2/5/2009,Monona,52.61
2/9/2009,Monona,55
3/9/2009,Monona,57.1
4/9/2009,Monona,60.6
4/17/2009,Monona,62.9
5/9/2009,Monona,57.9
6/9/2009,Monona,55
7/9/2009,Monona,53.3
8/4/2009,Monona,58.35
8/9/2009,Monona,56.6
9/9/2009,Monona,56.7
10/9/2009,Monona,47.3
10/30/2009,Monona,58.62
11/9/2009,Monona,51.3
12/9/2009,Monona,56.5
1/10/2010,Monona,53.6
2/3/2010,Monona,58.37
2/10/2010,Monona,54.6
3/10/2010,Monona,56.8
4/10/2010,Monona,59.5
4/12/2010,Monona,65.25
5/10/2010,Monona,61.2
6/10/2010,Monona,54.1
7/10/2010,Monona,54
8/4/2010,Monona,54.95
8/10/2010,Monona,56.1
9/10/2010,Monona,56.9
10/10/2010,Monona,52.6
11/2/2010,Monona,54.56
11/10/2010,Monona,55.3
1/11/2011,Monona,53.5
1/26/2011,Monona,57.84
2/11/2011,Monona,53.5
3/11/2011,Monona,54.1
4/11/2011,Monona,65.8
5/11/2011,Monona,62.1
5/17/2011,Monona,64.52
6/11/2011,Monona,61.8
7/11/2011,Monona,59.7
8/9/2011,Monona,63.72
8/11/2011,Monona,62.6
9/11/2011,Monona,61
10/11/2011,Monona,61.8
11/1/2011,Monona,64.63
11/11/2011,Monona,61.6
12/11/2011,Monona,59
1/12/2012,Monona,61.5
2/12/2012,Monona,64
3/12/2012,Monona,61.2
4/12/2012,Monona,69
4/18/2012,Monona,68.55
5/12/2012,Monona,65.2
6/12/2012,Monona,66.9
8/7/2012,Monona,68.9
8/12/2012,Monona,69.7
9/12/2012,Monona,68.6
10/12/2012,Monona,67.4
11/1/2012,Monona,67.52
