time,year,month,sampledate,CL.mean,CL.max,CL.min,scenario,reduction
763,2027,1,2027-01-01,95.27621890292174,114.69151267035346,85.10002109606174,25% Reduction,25%
764,2027,2,2027-02-01,105.68202467160124,126.92221695561248,88.40730039060654,25% Reduction,25%
765,2027,3,2027-03-01,111.51131791883175,130.05619486461185,92.97152407665467,25% Reduction,25%
766,2027,4,2027-04-01,108.40111568538298,129.97544098619466,91.06461790535504,25% Reduction,25%
767,2027,5,2027-05-01,104.91888143195881,129.18648417306548,84.6549934895952,25% Reduction,25%
768,2027,6,2027-06-01,101.00688623823532,129.18648417306548,79.85098422875178,25% Reduction,25%
769,2027,7,2027-07-01,98.57648169194968,126.859466099465,78.08202659028215,25% Reduction,25%
770,2027,8,2027-08-01,97.1264923978176,124.64075604291124,78.08202659028215,25% Reduction,25%
771,2027,9,2027-09-01,94.99276427772624,124.64075604291124,77.96930118364855,25% Reduction,25%
772,2027,10,2027-10-01,92.5511681071344,124.64075604291124,75.41375412817506,25% Reduction,25%
773,2027,11,2027-11-01,91.34752640435231,122.60350868356319,76.13915264272033,25% Reduction,25%
774,2027,12,2027-12-01,102.33938257567536,127.05721932260283,89.16159918279038,25% Reduction,25%
775,2028,1,2028-01-01,118.54318944773686,140.0747887822249,98.55059485349425,25% Reduction,25%
776,2028,2,2028-02-01,126.7554395574247,151.97572248635947,101.37134613296796,25% Reduction,25%
777,2028,3,2028-03-01,124.31068586867818,157.0895806533817,97.75163093711953,25% Reduction,25%
778,2028,4,2028-04-01,116.52925544437652,151.98322488814662,90.6746132671104,25% Reduction,25%
779,2028,5,2028-05-01,111.85612337069752,142.71333801494032,86.31815687344839,25% Reduction,25%
780,2028,6,2028-06-01,108.20230957673179,134.34190178401582,81.46426554885097,25% Reduction,25%
781,2028,7,2028-07-01,105.21202877109887,133.80584516771415,79.51140790462061,25% Reduction,25%
782,2028,8,2028-08-01,103.37151547231548,133.23119784775554,79.51140790462061,25% Reduction,25%
783,2028,9,2028-09-01,101.02741587599193,132.80307651419767,77.84800709989706,25% Reduction,25%
784,2028,10,2028-10-01,97.77781670546685,125.73197245296319,76.44651835319854,25% Reduction,25%
785,2028,11,2028-11-01,95.48253009841267,118.73609465308171,77.03317310715401,25% Reduction,25%
786,2028,12,2028-12-01,98.75607914037775,118.76101725390018,80.91743423643493,25% Reduction,25%
787,2029,1,2029-01-01,107.29964015985256,126.16360515906625,88.99372943171262,25% Reduction,25%
788,2029,2,2029-02-01,117.26818480671011,139.48296596887565,97.19653050227886,25% Reduction,25%
789,2029,3,2029-03-01,124.48664406616294,153.67008783903253,100.05273177246019,25% Reduction,25%
790,2029,4,2029-04-01,122.41171836349307,160.35067116252938,94.63635899071117,25% Reduction,25%
791,2029,5,2029-05-01,116.43187772669361,160.46172010262404,90.30049357924909,25% Reduction,25%
792,2029,6,2029-06-01,111.83832366153219,142.36072702610943,90.30049357924909,25% Reduction,25%
