Date,Lake,Chloride.mgL
2003-06-03,Waubesa,46.1
2003-07-03,Waubesa,45.5
2003-08-03,Waubesa,47.7
2003-08-07,Waubesa,47.94
2003-09-03,Waubesa,46.9
2003-10-03,Waubesa,46.8
2003-11-03,Waubesa,44.5
2003-12-03,Waubesa,46.3
2004-01-04,Waubesa,47.2
2004-02-04,Waubesa,48.5
2004-02-10,Waubesa,53.14
2004-03-04,Waubesa,46.3
2004-04-04,Waubesa,46.6
2004-04-15,Waubesa,48.77
2004-05-04,Waubesa,46.7
2004-06-04,Waubesa,42.6
2004-07-04,Waubesa,41.8
2004-08-04,Waubesa,41.7
2004-08-04,Waubesa,45.67
2004-09-04,Waubesa,41.5
2004-10-04,Waubesa,42.6
2004-11-04,Waubesa,42.6
2004-11-09,Waubesa,22.7
2004-12-04,Waubesa,43.5
2005-01-05,Waubesa,49.6
2005-02-05,Waubesa,53.6
2005-03-02,Waubesa,19.51
2005-03-05,Waubesa,52.3
2005-04-05,Waubesa,46.4
2005-05-05,Waubesa,47.2
2005-06-05,Waubesa,49.3
2005-07-05,Waubesa,53.2
2005-08-04,Waubesa,51.77
2005-08-05,Waubesa,54
2005-09-05,Waubesa,50.4
2005-10-05,Waubesa,55.3
2005-10-26,Waubesa,18.32
2005-11-05,Waubesa,52.6
2005-12-05,Waubesa,53.9
2006-01-06,Waubesa,53.2
2006-02-06,Waubesa,52.9
2006-03-06,Waubesa,50.7
2006-05-06,Waubesa,51.6
2006-06-06,Waubesa,52.4
2006-07-06,Waubesa,52.2
2006-08-06,Waubesa,51.8
2006-08-09,Waubesa,52.98
2006-09-06,Waubesa,48
2006-10-06,Waubesa,48.4
2006-11-06,Waubesa,49.1
2006-11-08,Waubesa,52.75
2006-12-06,Waubesa,48.6
2007-01-07,Waubesa,51.4
2007-02-07,Waubesa,58.7
2007-03-07,Waubesa,53.5
2007-04-07,Waubesa,50.3
2007-06-07,Waubesa,52.4
2007-07-07,Waubesa,53.1
2007-09-07,Waubesa,50.4
2007-10-07,Waubesa,47.6
2007-11-07,Waubesa,48.5
2008-01-08,Waubesa,56.3
2008-02-08,Waubesa,55.8
2008-03-08,Waubesa,61.6
2008-04-08,Waubesa,57.3
2008-04-17,Waubesa,56.16
2008-05-08,Waubesa,59.4
2008-06-08,Waubesa,54.8
2008-07-08,Waubesa,49.9
2008-08-06,Waubesa,51.64
2008-08-08,Waubesa,52.6
2008-09-08,Waubesa,53.7
2008-10-08,Waubesa,52.2
2008-11-03,Waubesa,49.18
2008-11-08,Waubesa,54
2008-12-08,Waubesa,55.1
2009-01-09,Waubesa,45
2009-02-09,Waubesa,54.2
2009-02-16,Waubesa,40.97
2009-03-09,Waubesa,52.9
2009-04-09,Waubesa,56.5
2009-04-24,Waubesa,60.16
2009-05-09,Waubesa,58.5
2009-06-09,Waubesa,55.5
2009-07-09,Waubesa,54.3
2009-08-03,Waubesa,17.16
2009-08-09,Waubesa,56.5
2009-09-09,Waubesa,57.3
2009-10-09,Waubesa,52.5
2009-11-04,Waubesa,57.59
2009-11-09,Waubesa,56.9
2009-12-09,Waubesa,53.8
2010-01-10,Waubesa,56.8
2010-02-10,Waubesa,60.6
2010-02-10,Waubesa,8.4
2010-03-10,Waubesa,57.7
2010-04-10,Waubesa,55
2010-04-15,Waubesa,59.12
2010-05-10,Waubesa,58.4
2010-06-10,Waubesa,55.1
2010-07-10,Waubesa,54.7
2010-08-05,Waubesa,55.29
2010-08-10,Waubesa,56.1
2010-09-10,Waubesa,55.5
2010-10-10,Waubesa,53.1
2010-11-10,Waubesa,55.9
2010-12-10,Waubesa,56.7
2011-01-11,Waubesa,57.5
2011-02-11,Waubesa,62.5
2011-02-23,Waubesa,33.67
2011-03-11,Waubesa,65.1
2011-04-11,Waubesa,55.9
2011-05-11,Waubesa,60.9
2011-05-20,Waubesa,63.14
2011-06-11,Waubesa,58
2011-07-11,Waubesa,62.7
2011-08-10,Waubesa,65.52
2011-08-11,Waubesa,63.3
2011-09-11,Waubesa,62
2011-10-11,Waubesa,62.6
2011-11-07,Waubesa,65.15
2011-11-11,Waubesa,61.9
2011-12-11,Waubesa,60.2
2012-01-12,Waubesa,61.8
2012-02-12,Waubesa,62.2
2012-03-12,Waubesa,61.7
2012-04-12,Waubesa,65.3
2012-05-12,Waubesa,63.8
2012-08-08,Waubesa,69.46
2012-11-07,Waubesa,69.24
2012-12-12,Waubesa,66.9
2013-02-13,Waubesa,72.1
2013-03-13,Waubesa,78.8
2013-05-13,Waubesa,72.1
2013-06-13,Waubesa,72.1
2013-07-13,Waubesa,64
2013-08-08,Waubesa,67.07
2013-08-13,Waubesa,65.1
2013-09-13,Waubesa,65.8
2013-10-13,Waubesa,68.6
2013-10-31,Waubesa,68.85
2014-01-14,Waubesa,73.8
2014-01-30,Waubesa,74.48
2014-02-14,Waubesa,78.6
2014-03-14,Waubesa,76.5
2014-04-14,Waubesa,70.2
2014-05-02,Waubesa,71.19
2014-06-14,Waubesa,70.2
2014-07-14,Waubesa,69.8
2014-08-06,Waubesa,70.12
2014-08-14,Waubesa,68.8
2014-09-14,Waubesa,69.6
2014-10-14,Waubesa,67.7
2014-11-07,Waubesa,69.28
2014-12-13,Waubesa,68.8
2014-12-14,Waubesa,72
2015-01-15,Waubesa,72.3
2015-02-15,Waubesa,73.2
2015-04-15,Waubesa,70.1
2015-04-17,Waubesa,68.78
2015-06-15,Waubesa,68.9
2015-08-05,Waubesa,72.1
2015-08-15,Waubesa,71.2
2015-09-15,Waubesa,68.8
2015-10-15,Waubesa,68.1
2015-11-03,Waubesa,70.82
2016-02-16,Waubesa,70
2016-02-17,Waubesa,72.99
2016-03-16,Waubesa,65.5
2016-04-14,Waubesa,71.48
2016-04-16,Waubesa,72.1
2016-06-16,Waubesa,69.2
2016-07-16,Waubesa,70.5
2016-08-03,Waubesa,69.25
2016-08-16,Waubesa,70.9
2016-09-16,Waubesa,64.2
2016-10-16,Waubesa,65.1
2016-11-15,Waubesa,65.06
2016-12-16,Waubesa,62.6
2017-01-17,Waubesa,70.4
2017-03-17,Waubesa,76.3
2017-04-17,Waubesa,75.8
2017-04-25,Waubesa,78.97
2017-05-17,Waubesa,68.1
2017-06-17,Waubesa,69.2
2017-07-17,Waubesa,63.5
2017-08-09,Waubesa,67
2017-08-17,Waubesa,63.6
2017-10-17,Waubesa,68.1
2017-11-06,Waubesa,70.22
2017-12-17,Waubesa,67.1
2018-01-18,Waubesa,68.9
2018-02-18,Waubesa,71.5
2018-04-18,Waubesa,63.5
2018-04-26,Waubesa,74.36
2018-05-18,Waubesa,70.4
2018-06-18,Waubesa,57.7
2018-07-18,Waubesa,61
2018-08-09,Waubesa,66.9
2018-08-18,Waubesa,59.5
2018-09-18,Waubesa,59.9
2018-11-01,Waubesa,62.43
2018-11-18,Waubesa,61.1
2018-12-18,Waubesa,61.8
2019-02-19,Waubesa,71.9
2019-04-19,Waubesa,71.8
2019-06-19,Waubesa,73.2
2019-08-19,Waubesa,67.8
2019-09-19,Waubesa,67.1
2019-10-19,Waubesa,51.1
2019-12-19,Waubesa,66.7
2022-05-18,Waubesa,82.03
2022-08-12,Waubesa,73.78
2022-11-07,Waubesa,69.8
1940-01-31,Wingra,9.4
1940-03-11,Wingra,6
1940-05-28,Wingra,7.44
1940-06-25,Wingra,4.9
1940-07-30,Wingra,7.52
1940-08-27,Wingra,2.44
1940-09-10,Wingra,1.62
1940-10-30,Wingra,4.8
1940-12-18,Wingra,1.74
1941-01-27,Wingra,2.08
1941-03-07,Wingra,6.75
1941-05-19,Wingra,4.05
1941-06-17,Wingra,3.32
1941-07-08,Wingra,16.42
1941-07-29,Wingra,5.07
1941-08-20,Wingra,2.2
1941-09-10,Wingra,2.82
1941-10-02,Wingra,2.39
1941-11-10,Wingra,2.12
1962-03-15,Wingra,13
1962-03-22,Wingra,11
1962-03-26,Wingra,10
1962-03-30,Wingra,8
1962-04-23,Wingra,14
1962-06-12,Wingra,14
1962-10-24,Wingra,14
1963-03-08,Wingra,15
1963-04-02,Wingra,14
1964-02-11,Wingra,19
1964-10-15,Wingra,19
1965-02-10,Wingra,35
1965-11-03,Wingra,34
1966-09-15,Wingra,27
1967-10-17,Wingra,30
1968-09-13,Wingra,26
1969-09-09,Wingra,48
1970-04-03,Wingra,42
1970-10-01,Wingra,39
1970-10-22,Wingra,39
1971-02-01,Wingra,44
1971-05-01,Wingra,49
1971-10-01,Wingra,50
1972-03-01,Wingra,50
1972-05-01,Wingra,65
1972-10-01,Wingra,58
1972-11-01,Wingra,58
1973-01-01,Wingra,56
1973-03-01,Wingra,71
1973-04-01,Wingra,70
1973-06-01,Wingra,64
1973-06-01,Wingra,58
1973-07-01,Wingra,64
1973-09-01,Wingra,65
1973-10-01,Wingra,62
1974-01-01,Wingra,63.2
1974-02-01,Wingra,58.5
1974-03-01,Wingra,51
1974-04-01,Wingra,51
1974-05-01,Wingra,50.5
1974-06-01,Wingra,48
1974-07-01,Wingra,50
1974-09-01,Wingra,50
1974-10-01,Wingra,49
1974-12-01,Wingra,49.5
1975-01-01,Wingra,52
1975-02-01,Wingra,52
1975-03-01,Wingra,53.2
1975-04-01,Wingra,45
1975-05-01,Wingra,49.5
1975-06-01,Wingra,47
1975-07-01,Wingra,43
1975-08-01,Wingra,41
1975-09-01,Wingra,42
1975-10-01,Wingra,45
1975-11-01,Wingra,42.5
1975-12-01,Wingra,41.5
1976-01-01,Wingra,46
1976-02-01,Wingra,43.8
1976-03-01,Wingra,43.5
1976-04-01,Wingra,48
1976-05-01,Wingra,47
1976-06-01,Wingra,47
1976-07-01,Wingra,56
1976-08-01,Wingra,52
1976-09-01,Wingra,56
1976-10-01,Wingra,58
1976-11-01,Wingra,55
1976-12-01,Wingra,60
1977-01-01,Wingra,65
1977-02-01,Wingra,69.3
1977-03-01,Wingra,60
1977-04-01,Wingra,50
1977-05-01,Wingra,51
1977-06-01,Wingra,52
1977-07-01,Wingra,49
1977-09-01,Wingra,47
1977-10-01,Wingra,44
1977-11-01,Wingra,43
1977-12-01,Wingra,48.5
1978-01-01,Wingra,52
1978-02-01,Wingra,53
1978-03-01,Wingra,60
1978-04-01,Wingra,48
1978-05-01,Wingra,43
1978-06-01,Wingra,42
1978-07-01,Wingra,33
1978-08-01,Wingra,32
1978-09-01,Wingra,21
1978-10-01,Wingra,40
1978-11-01,Wingra,37
1978-12-01,Wingra,35
1979-01-01,Wingra,39.2
1979-02-01,Wingra,40
1979-03-01,Wingra,42
1979-04-01,Wingra,33.7
1979-05-01,Wingra,42.2
1979-06-01,Wingra,28.9
1979-07-01,Wingra,29.8
1979-08-01,Wingra,46.5
1979-09-01,Wingra,43.7
1979-10-01,Wingra,44.7
1979-11-01,Wingra,43.4
1979-12-01,Wingra,44.4
1980-01-01,Wingra,45.7
1980-02-01,Wingra,50
1980-03-01,Wingra,50.6
1980-04-01,Wingra,49
1980-05-01,Wingra,56
1980-06-01,Wingra,63
1980-07-01,Wingra,56
1980-08-01,Wingra,52
1980-09-01,Wingra,50
1980-10-01,Wingra,44.9
1980-11-01,Wingra,45.5
1980-12-01,Wingra,45.8
1981-01-01,Wingra,52.1
1981-02-01,Wingra,54.6
1981-03-01,Wingra,50.9
1981-04-01,Wingra,53.2
1981-05-01,Wingra,52.1
1981-06-01,Wingra,55.7
1981-07-01,Wingra,53
1981-08-01,Wingra,50.5
1981-11-01,Wingra,42.5
1981-12-01,Wingra,44.5
1982-01-01,Wingra,51
1982-02-01,Wingra,52.5
1982-03-01,Wingra,52.5
1982-04-01,Wingra,50
1982-05-01,Wingra,52
1982-06-01,Wingra,51
1982-07-01,Wingra,50.5
1982-08-01,Wingra,45
1982-10-01,Wingra,51.5
1982-11-01,Wingra,52
1982-12-01,Wingra,46
1983-01-01,Wingra,49
1983-02-01,Wingra,49
1983-03-01,Wingra,49
1983-04-01,Wingra,48
1983-05-01,Wingra,53.5
1983-06-01,Wingra,52
1983-07-01,Wingra,51
1983-08-01,Wingra,58
1983-09-01,Wingra,56
1983-10-01,Wingra,54.5
1983-11-01,Wingra,53.2
1983-12-01,Wingra,56
1984-01-01,Wingra,64
1984-02-01,Wingra,64.5
1984-03-01,Wingra,52
1984-04-01,Wingra,50
1984-05-01,Wingra,56
1984-06-01,Wingra,58
1984-07-01,Wingra,50
1984-08-01,Wingra,50
1984-09-01,Wingra,49
1984-10-01,Wingra,53
1984-11-01,Wingra,44.5
1984-12-01,Wingra,55
1985-01-01,Wingra,44
1985-02-01,Wingra,45
1985-03-01,Wingra,50
1985-04-01,Wingra,69
1985-05-01,Wingra,58
1985-06-01,Wingra,63
1985-07-01,Wingra,64
1985-08-01,Wingra,64
1985-09-01,Wingra,65
1985-10-01,Wingra,58
1985-11-01,Wingra,53
1985-12-01,Wingra,41
1986-01-01,Wingra,62
1986-02-01,Wingra,60
1986-03-01,Wingra,60
1986-04-01,Wingra,50
1986-05-01,Wingra,62
1986-06-01,Wingra,62
1986-07-01,Wingra,43
1986-08-01,Wingra,63.2
1986-09-01,Wingra,64
1986-10-01,Wingra,56
1986-11-01,Wingra,54.4
1986-12-01,Wingra,55
1987-01-01,Wingra,57
1987-02-01,Wingra,64
1987-03-01,Wingra,40
1987-04-01,Wingra,57.8
1987-05-01,Wingra,54.9
1987-06-01,Wingra,58
1987-07-01,Wingra,58.7
1987-08-01,Wingra,61
1987-09-01,Wingra,58.4
1987-10-01,Wingra,58
1987-11-01,Wingra,57
1987-12-01,Wingra,54.6
1988-01-01,Wingra,57.6
1988-02-01,Wingra,54.4
1988-03-01,Wingra,69.4
1988-04-01,Wingra,64.2
1988-05-01,Wingra,67.4
1988-06-01,Wingra,71.5
1988-07-01,Wingra,73.8
1988-08-01,Wingra,75.8
1988-09-01,Wingra,79
1988-10-01,Wingra,76.2
1988-11-01,Wingra,74.3
1988-12-01,Wingra,67.3
1989-01-01,Wingra,76.2
1989-02-01,Wingra,76.4
1989-03-01,Wingra,83.2
1989-04-01,Wingra,87
1989-05-01,Wingra,84
1989-06-01,Wingra,85
1989-07-01,Wingra,89
1989-08-01,Wingra,82.6
1989-09-01,Wingra,80.4
1989-10-01,Wingra,80.5
1989-11-01,Wingra,77
1989-12-01,Wingra,86.3
1990-01-01,Wingra,98.5
1990-02-01,Wingra,92.9
1990-03-01,Wingra,91.8
1990-04-01,Wingra,78.4
1990-05-01,Wingra,82.8
1990-06-01,Wingra,77.2
1990-07-01,Wingra,73.6
1990-08-01,Wingra,72.4
1990-09-01,Wingra,72.6
1990-11-01,Wingra,96.5
1990-12-01,Wingra,110.6
1991-01-01,Wingra,96.1
1991-02-01,Wingra,110.3
1991-03-01,Wingra,70.4
1991-04-01,Wingra,72.2
1991-05-01,Wingra,72
1991-06-01,Wingra,74.8
1991-07-01,Wingra,72.1
1991-08-01,Wingra,99.2
1991-09-01,Wingra,66.2
1991-10-01,Wingra,63.6
1991-11-01,Wingra,58.2
1991-12-01,Wingra,56.1
1992-01-01,Wingra,62.9
1992-02-01,Wingra,56.5
1992-03-01,Wingra,63.1
1992-04-01,Wingra,67.9
1992-05-01,Wingra,70.4
1992-06-01,Wingra,72.9
1992-07-01,Wingra,77.8
1992-08-01,Wingra,61.5
1992-09-01,Wingra,70.8
1992-10-01,Wingra,62.5
1992-11-01,Wingra,67.3
1992-12-01,Wingra,59.9
1993-02-01,Wingra,73.8
1993-03-01,Wingra,73.8
1993-07-01,Wingra,67.1
1993-10-01,Wingra,52.3
1993-11-01,Wingra,60
1993-12-01,Wingra,67.3
1994-02-01,Wingra,64.5
1994-03-01,Wingra,78.8
1994-06-01,Wingra,82
1994-07-01,Wingra,80.1
1994-08-01,Wingra,82.4
1994-10-01,Wingra,68.8
1994-11-01,Wingra,69.5
1994-12-01,Wingra,75.4
1995-01-01,Wingra,70.9
1995-03-01,Wingra,65.7
1995-04-01,Wingra,70.8
1995-05-01,Wingra,66.6
1995-06-01,Wingra,67.3
1995-07-01,Wingra,75
1995-08-01,Wingra,68.5
1995-09-01,Wingra,73.2
1995-10-01,Wingra,69.3
1996-01-01,Wingra,76.4
1996-03-01,Wingra,74.7
1996-04-01,Wingra,88.1
1996-05-01,Wingra,88.9
1996-05-02,Wingra,97.14
1996-06-01,Wingra,57.2
1996-08-07,Wingra,75.61
1996-11-07,Wingra,68.57
1996-12-01,Wingra,73.6
1997-01-01,Wingra,76.6
1997-02-01,Wingra,77.4
1997-03-01,Wingra,92.7
1997-04-01,Wingra,118.5
1997-05-01,Wingra,88.8
1997-06-01,Wingra,102
1997-07-01,Wingra,47.4
1997-08-19,Wingra,92.66
1997-09-01,Wingra,99.7
1997-11-20,Wingra,92.62
1998-01-01,Wingra,93.4
1998-02-01,Wingra,90.9
1998-04-01,Wingra,83.9
1998-04-23,Wingra,86.7
1998-06-01,Wingra,78
1998-07-01,Wingra,66.4
1998-08-07,Wingra,70.43
1998-09-01,Wingra,70.8
1998-10-01,Wingra,65
1998-12-01,Wingra,67.5
1999-02-01,Wingra,71.9
1999-03-01,Wingra,75.8
1999-04-13,Wingra,91.48
1999-05-01,Wingra,81.2
1999-07-01,Wingra,76.4
1999-07-09,Wingra,80.39
1999-08-01,Wingra,76.5
1999-09-01,Wingra,79.8
1999-10-01,Wingra,73.4
1999-10-25,Wingra,79.26
1999-12-01,Wingra,75
2000-01-01,Wingra,81.3
2000-02-01,Wingra,64.7
2000-04-01,Wingra,81.4
2000-04-12,Wingra,86.68
2000-05-01,Wingra,77
2000-06-01,Wingra,59.4
2000-07-01,Wingra,59.9
2000-07-04,Wingra,61.1
2000-08-01,Wingra,60.4
2000-09-01,Wingra,60.6
2000-10-01,Wingra,64.2
2000-10-23,Wingra,63.77
2000-11-01,Wingra,67.2
2001-01-01,Wingra,74.3
2001-01-08,Wingra,67.48
2001-02-01,Wingra,81
2001-03-01,Wingra,83.7
2001-04-01,Wingra,94
2001-04-23,Wingra,94.14
2001-05-01,Wingra,95.1
2001-06-01,Wingra,92.1
2001-07-01,Wingra,90.5
2001-08-01,Wingra,88.87
2001-10-01,Wingra,68.6
2001-10-25,Wingra,60.64
2001-11-01,Wingra,69.2
2001-12-01,Wingra,69.7
2002-01-02,Wingra,75.7
2002-02-02,Wingra,68.5
2002-03-02,Wingra,80.8
2002-04-02,Wingra,81.8
2002-04-22,Wingra,77.65
2002-05-02,Wingra,82.3
2002-06-02,Wingra,74.6
2002-07-02,Wingra,78.2
2002-07-18,Wingra,82.05
2002-08-02,Wingra,84.2
2002-09-02,Wingra,84.2
2002-10-02,Wingra,82.8
2002-10-24,Wingra,82.35
2002-11-02,Wingra,41.9
2002-12-02,Wingra,90.7
2003-01-03,Wingra,85.7
2003-01-28,Wingra,96.7
2003-02-03,Wingra,92.2
2003-03-03,Wingra,81.2
2003-04-03,Wingra,89.3
2003-04-17,Wingra,91.61
2003-05-03,Wingra,90.2
2003-06-03,Wingra,94.2
2003-07-03,Wingra,89.3
2003-08-03,Wingra,94.9
2003-08-07,Wingra,93.5
2003-09-03,Wingra,96.6
2003-10-03,Wingra,88.3
2003-11-03,Wingra,77.5
2003-11-06,Wingra,83.61
2003-12-03,Wingra,79.2
2004-01-04,Wingra,84.7
2004-02-04,Wingra,92.8
2004-02-09,Wingra,88.24
2004-03-04,Wingra,90.4
2004-04-04,Wingra,93
2004-04-15,Wingra,92.18
2004-05-04,Wingra,94.1
2004-06-04,Wingra,68.3
2004-07-04,Wingra,66.3
2004-08-04,Wingra,67.8
2004-08-04,Wingra,66.03
2004-09-04,Wingra,68.4
2004-10-04,Wingra,69.3
2004-11-04,Wingra,70.9
2004-11-08,Wingra,73.64
2004-12-04,Wingra,69.4
2005-01-05,Wingra,81.7
2005-02-05,Wingra,90
2005-02-09,Wingra,104.79
2005-03-05,Wingra,98.6
2005-04-05,Wingra,106
2005-04-11,Wingra,110.48
2005-05-05,Wingra,111
2005-06-05,Wingra,107
2005-07-05,Wingra,107
2005-08-04,Wingra,113.24
2005-08-05,Wingra,111
2005-09-05,Wingra,111
2005-10-05,Wingra,112
2005-10-26,Wingra,112.43
2005-11-05,Wingra,108
2005-12-05,Wingra,115
2006-01-06,Wingra,108
2006-02-06,Wingra,105
2006-02-22,Wingra,112.57
2006-03-06,Wingra,104
2006-04-19,Wingra,105.84
2006-05-06,Wingra,88.7
2006-06-06,Wingra,90
2006-07-06,Wingra,92
2006-08-06,Wingra,85.5
2006-08-09,Wingra,85.42
2006-09-06,Wingra,71.5
2006-10-06,Wingra,72.3
2006-11-02,Wingra,76.15
2006-11-06,Wingra,73
2006-12-06,Wingra,73
2007-01-07,Wingra,77.3
2007-02-07,Wingra,83.6
2007-03-07,Wingra,73
2007-03-08,Wingra,76.93
2007-04-07,Wingra,83.9
2007-04-18,Wingra,84.75
2007-06-07,Wingra,88.5
2007-07-07,Wingra,92.1
2007-08-08,Wingra,90.41
2007-09-07,Wingra,62.5
2007-10-07,Wingra,68.8
2007-10-31,Wingra,69.99
2007-11-07,Wingra,74.1
2008-01-08,Wingra,74.6
2008-02-08,Wingra,89.1
2008-02-18,Wingra,91.87
2008-03-08,Wingra,94.9
2008-04-08,Wingra,81.7
2008-04-15,Wingra,101.32
2008-05-08,Wingra,99.3
2008-06-08,Wingra,80.4
2008-07-08,Wingra,76.1
2008-08-06,Wingra,78.25
2008-08-08,Wingra,80.3
2008-09-08,Wingra,85.1
2008-10-08,Wingra,76.9
2008-11-03,Wingra,79.93
2008-11-08,Wingra,89.1
2008-12-08,Wingra,85.5
2009-01-09,Wingra,102
2009-02-09,Wingra,57.3
2009-02-16,Wingra,19.89
2009-03-09,Wingra,87.6
2009-04-09,Wingra,112
2009-04-13,Wingra,106.88
2009-05-09,Wingra,106
2009-06-09,Wingra,94.1
2009-08-03,Wingra,99.88
2009-11-04,Wingra,26.57
2009-11-09,Wingra,88.6
2009-12-09,Wingra,90.2
2010-01-10,Wingra,87.6
2010-02-05,Wingra,110.23
2010-02-10,Wingra,108
2010-03-10,Wingra,57.2
2010-04-10,Wingra,91.3
2010-04-14,Wingra,96.82
2010-05-10,Wingra,99.2
2010-06-10,Wingra,85.9
2010-07-10,Wingra,82.5
2010-08-05,Wingra,73.88
2010-08-10,Wingra,72.8
2010-09-10,Wingra,66.7
2010-10-10,Wingra,67.1
2010-11-10,Wingra,71.5
2010-11-10,Wingra,75.33
2010-12-10,Wingra,76.7
2011-01-11,Wingra,91.6
2011-01-27,Wingra,94.02
2011-02-11,Wingra,87.7
2011-03-11,Wingra,93
2011-04-11,Wingra,108
2011-05-11,Wingra,109
2011-05-18,Wingra,116.07
2011-06-11,Wingra,111
2011-07-11,Wingra,117
2011-08-10,Wingra,120.04
2011-08-11,Wingra,116
2011-09-11,Wingra,115
2011-10-11,Wingra,110
2011-11-01,Wingra,114.25
2011-11-11,Wingra,102
2011-12-11,Wingra,132
2012-01-12,Wingra,106
2012-02-12,Wingra,106
2012-02-16,Wingra,114.75
2012-03-12,Wingra,101
2012-04-12,Wingra,118
2012-04-18,Wingra,118.3
2012-05-12,Wingra,115
2012-08-08,Wingra,123.02
2012-08-12,Wingra,127
2012-09-12,Wingra,125
2012-10-12,Wingra,116
2012-10-30,Wingra,116.25
2012-11-12,Wingra,116
2012-12-12,Wingra,107
2013-02-13,Wingra,116
2013-02-25,Wingra,135.03
2013-03-13,Wingra,123
2013-04-30,Wingra,73.19
2013-05-13,Wingra,124
2013-06-13,Wingra,119
2013-07-13,Wingra,97.5
2013-08-08,Wingra,95.25
2013-08-13,Wingra,97.7
2013-09-13,Wingra,103
2013-10-13,Wingra,106
2013-10-31,Wingra,102.13
2014-01-14,Wingra,117
2014-02-14,Wingra,117
2014-03-14,Wingra,111
2014-04-14,Wingra,119
2014-05-02,Wingra,123.75
2014-06-14,Wingra,107
2014-07-14,Wingra,111
2014-08-06,Wingra,103.82
2014-08-14,Wingra,108
2014-09-14,Wingra,108
2014-10-14,Wingra,98.3
2014-11-03,Wingra,100
2014-12-13,Wingra,106
2014-12-14,Wingra,109
2015-01-15,Wingra,103
2015-01-28,Wingra,115.16
2015-02-15,Wingra,108
2015-03-15,Wingra,102
2015-04-15,Wingra,102
2015-04-17,Wingra,111.63
2015-05-15,Wingra,105
2015-06-15,Wingra,108
2015-07-15,Wingra,105
2015-08-05,Wingra,106.49
2015-08-15,Wingra,103
2015-09-15,Wingra,94.5
2015-10-15,Wingra,90.8
2015-11-09,Wingra,94.33
2016-02-05,Wingra,88.6
2016-02-16,Wingra,90
2016-03-16,Wingra,99.7
2016-04-14,Wingra,106.96
2016-04-16,Wingra,108
2016-06-16,Wingra,104
2016-07-16,Wingra,98.8
2016-08-03,Wingra,77.46
2016-08-16,Wingra,94.2
2016-09-16,Wingra,80.2
2016-10-16,Wingra,80.7
2016-11-01,Wingra,75.74
2016-12-16,Wingra,69.3
2017-01-17,Wingra,86.1
2017-02-16,Wingra,106.4
2017-03-17,Wingra,131
2017-04-17,Wingra,137
2017-04-18,Wingra,148.12
2017-05-17,Wingra,135
2017-06-17,Wingra,130
2017-07-17,Wingra,89.7
2017-08-09,Wingra,81
2017-08-17,Wingra,79.8
2017-10-17,Wingra,93.5
2017-10-31,Wingra,95
2017-12-17,Wingra,99.7
2018-01-18,Wingra,97.5
2018-02-18,Wingra,109
2018-02-26,Wingra,68.46
2018-04-18,Wingra,110
2018-04-26,Wingra,121.94
2018-05-18,Wingra,108
2018-06-18,Wingra,76.8
2018-07-18,Wingra,84.5
2018-08-09,Wingra,90.66
2018-08-18,Wingra,63.9
2018-09-18,Wingra,55.5
2018-11-01,Wingra,71.62
2018-11-18,Wingra,74.8
2018-12-18,Wingra,78.7
2019-02-19,Wingra,106
2019-03-01,Wingra,108.8
2019-04-18,Wingra,141.49
2019-04-19,Wingra,135
2019-06-19,Wingra,126
2019-08-07,Wingra,117.06
2019-08-19,Wingra,112
2019-09-19,Wingra,99.7
2019-10-19,Wingra,77.6
2019-10-30,Wingra,86.77
2019-12-19,Wingra,95.7
2021-02-24,Wingra,127.88
2021-04-15,Wingra,125.9
2021-05-12,Wingra,128.09
2021-08-11,Wingra,118.32
2021-11-10,Wingra,117.62
2022-02-09,Wingra,160.62
2022-05-18,Wingra,138.33
2022-08-12,Wingra,117.9
2022-11-03,Wingra,112.3
